GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_noDrug	EV_DMSO_noDrug
MT2554.2	MT2554.2	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:10%	0.2263	0.892542017870968	642.74	522	417	440	1052	905	44.27	38.04
ASpks	ASpks	putative small regulatory RNA	hypoxia_late:38%; human_sputum:13%	0.2244	0.902467855669114	631.82	579	430	423	986	836	159.96	137.65
Rv2082	Rv2082	hypothetical protein	human_sputum:16%; hypoxia_late:14%	0.1613	0.404477118360004	630.27	634	668	681	683	496	110.11	99.55
Rv2372c	Rv2372c	rRNA small subunit methyltransferase E	PBS_RIF_DDmtb:11%; microaerophilic:10%	0.1653	0.43554313741647	634.12	640	677	658	697	508	244.23	220.37
pgsA1	Rv2612c	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	hypoxia_late:10%	0.1724	0.504799178868503	651.15	587	687	652	758	580	192.31	172.67
MTS1635	MTS1635	small intergenic RNA	human_sputum:13%	0.1954	0.827719513828788	626.93	626	489	529	817	701	126.1	111.22
espG1	Rv3866	ESX-1 secretion-associated protein EspG	human_sputum:8%	0.1635	0.461749691005461	642.16	647	678	657	731	509	394.03	356.01
Rv2240c	Rv2240c	hypothetical protein	hypoxia_rar:11%; high_iron:10%	0.1681	0.491464816838647	648.08	620	682	660	743	544	360.1	324.34
pyrR	Rv1379	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	zinc_limitation:10%	0.1758	0.594258224209799	642.71	612	621	615	780	594	236.47	211.52
aldC	Rv2858c	aldehyde dehydrogenase AldC	hypoxia_late:11%	0.1632	0.481489447458956	643.66	642	666	664	734	522	214.49	193.76
ctpA	Rv0092	cation transporter ATPase A	hypoxia_late:15%	0.16	0.431304342955617	645.05	660	697	691	695	495	102.41	92.7
cyp140	Rv1880c	cytochrome P450 Cyp140	ctl_exponential:8%	0.163	0.450412382706115	645.67	641	689	671	736	504	329.82	298.13
cspA	Rv3648c	cold shock protein A	ctl_exponential:12%	0.1795	0.631155878490082	652.36	606	655	598	808	606	4954.81	4426.28
infB	Rv2839c	translation initiation factor IF-2	PBS_RIF_DDmtb:15%	0.1843	0.675147915158279	656.71	593	645	567	842	653	491.79	437.4
Rv2771c	Rv2771c	hypothetical protein	ctl_exponential:8%	0.1696	0.565955734818505	641.29	609	613	632	751	607	196.73	176.73
hemA	Rv0509	glutamyl-tRNA reductase	zinc_limitation:10%	0.1673	0.523799524813513	651.87	616	676	648	766	562	1056.13	951.78
Rv3906c	Rv3906c	hypothetical protein	hypoxia_late:12%	0.1721	0.550907138355817	653.48	607	665	642	764	596	219.23	196.91
scoA	Rv2504c	succinyl-CoA:3-ketoacid-CoA transferase subunit A	butyrate:34%; butyrate_plus_glucose:17%	0.1666	0.495721499822175	653.97	600	681	669	741	585	158.46	142.78
Rv2305	Rv2305	hypothetical protein	hypoxia_late:30%	0.1798	0.719603207740096	649.37	599	553	606	809	695	41.62	37
rpiB	Rv2465c	ribose-5-phosphate isomerase B	hypoxia_hypoxic:9%	0.179	0.600822181056074	675.81	564	714	607	862	651	204.13	182.33
aroF	Rv2540c	chorismate synthase	microaerophilic:26%	0.2267	0.928996873269435	661.31	610	536	424	869	940	476.8	410.9
glgP	Rv1328	glycogen phosphorylase	ctl_exponential:9%	0.1667	0.53553220065599	657.94	627	683	649	790	552	278.52	250.99
Rv3807c	Rv3807c	decaprenylphosphoryl-5-phosphoribose phosphatase	high_iron:10%	0.1871	0.800507159206666	653.27	661	588	561	851	624	523.98	465.04
fadD6	Rv1206	fatty-acid--CoA ligase FadD6	hypoxia_late:14%	0.1567	0.44793397275485	653.36	669	699	703	696	511	117.23	106.36
nuoD	Rv3148	NADH-quinone oxidoreductase subunit D	high_iron:14%; tyloxopol:12%; INDIGO_exponential:10%; butyrate_plus_glucose:10%	0.1665	0.545641208765591	660.65	621	679	662	785	566	477.56	430.51
Rv3239c	Rv3239c	transmembrane transport protein	hypoxia_late:21%	0.1706	0.672298648035644	644.63	678	612	672	718	550	56.08	50.35
korB	Rv2454c	2-oxoglutarate oxidoreductase subunit KorB	zinc_limitation:11%	0.1651	0.542239684134842	664.81	637	692	663	789	554	625.06	564.08
leuU	Rvnt22	tRNA-Leu	hypoxia_late:34%	0.4239	0.999078500602721	654.73	859	275	125	1255	1256	8.27	5.41
sucC	Rv0951	succinyl-CoA ligase subunit beta	hypoxia_hypoxic:9%	0.1671	0.565451079590133	662.46	614	660	647	812	590	800.96	721.73
Rv3235	Rv3235	hypothetical protein	hypoxia_late:15%	0.1725	0.643182441572814	663.84	608	629	638	794	658	105.8	94.93
Rv3212	Rv3212	hypothetical protein	high_iron:11%	0.1844	0.751830706295433	683.31	603	650	575	922	692	518.08	460.57
Rv2541	Rv2541	hypothetical protein	hypoxia_late:43%	0.195	0.799205726848854	691.01	645	684	545	897	707	135.02	119.22
cobG	Rv2064	precorrin-3B synthase	hypoxia_late:22%	0.2135	0.924600986834884	661.6	651	516	474	806	913	136.27	118.58
Rv0526	Rv0526	thioredoxin	high_iron:14%; hypoxia_hypoxic:10%	0.1638	0.553223038080734	664.9	635	671	665	792	571	414.05	373.94
esxL	Rv1198	ESAT-6 like protein EsxL	high_iron:9%	0.1595	0.520572610476963	672.78	650	708	695	782	541	1958.58	1775.29
echA17	Rv3039c	enoyl-CoA hydratase EchA17	hypoxia_late:19%	0.1765	0.674522934684224	678.96	585	649	608	874	697	89.21	79.63
Rv2532c	Rv2532c	hypothetical protein	low_iron:9%	0.164	0.577373159090453	666.42	652	672	673	730	608	211.9	191.46
Rv2507	Rv2507	hypothetical protein	low_iron:10%	0.1627	0.600847964679496	661.73	673	656	682	713	588	136.65	123.47
Rv2345	Rv2345	transmembrane protein	butyrate_plus_glucose:8%	0.1624	0.55730411925974	676.19	655	713	668	796	560	282.37	255.22
Rv2923c	Rv2923c	hypothetical protein	hypoxia_late:11%	0.1712	0.694781011989838	676.03	618	617	630	834	693	148.13	132.97
MT2423.1	MT2423.1	hypothetical protein	acidic_tyloxopol:14%	0.1846	0.86249969945426	663.82	677	539	584	827	711	117.08	104.17
ephD	Rv2214c	oxidoreductase EphD	zinc_limitation:12%	0.1586	0.563426312608902	676.01	667	698	679	799	549	365.01	330.89
mftC	Rv0693	mycofactocin radical SAM maturase MftC	nutrient_limitation:21%; tyloxopol:12%	0.1666	0.613414581450038	682.15	624	693	656	813	633	1864.38	1680.82
MT1909	MT1909	hypothetical protein	hypoxia_late:33%	0.2447	0.975292168206547	691.71	630	469	399	1103	996	72.28	61.4
Rv2239c	Rv2239c	hypothetical protein	ctl_exponential:13%; acidic:12%; INDIGO_exponential:11%	0.1584	0.556583835030529	678.51	672	711	678	798	546	839.61	761.39
polA	Rv1629	DNA polymerase I	hypoxia_late:10%	0.1552	0.52036168993852	682.45	682	722	724	776	523	127.84	116.13
Rv1879	Rv1879	hypothetical protein	acidic_tyloxopol:10%	0.1598	0.557198675711527	689.55	639	731	715	771	599	99.33	89.96
serB2	Rv3042c	phosphoserine phosphatase SerB	tyloxopol:12%	0.1602	0.588356946927791	689.69	663	724	675	815	582	426.29	385.92
mutA	Rv1492	methylmalonyl-CoA mutase small subunit	hypoxia_late:14%; hypoxia_fatty_acids:10%	0.1539	0.541110905908027	686.62	697	743	730	715	557	71.46	64.95
MTS1827	MTS1827	small intergenic RNA	acidic_tyloxopol:12%	0.1982	0.917563045220757	676.66	644	493	526	961	815	115.58	101.83
secF	Rv2586c	protein translocase subunit SecF	cholesterol:9%	0.1582	0.595588958072696	689.43	662	695	693	825	583	632.06	573.2
tuf	Rv0685	elongation factor Tu	INDIGO_exponential:11%	0.1766	0.74102659106662	700.82	643	688	633	857	694	1988.66	1780.38
Rv2468A	Rv2468A	hypothetical protein	ctl_exponential:12%	0.1583	0.581006429539238	693.05	676	729	702	773	592	600.83	545.14
MTS0643	MTS0643	small intergenic RNA	INDIGO_exponential:8%	0.1642	0.670789056916493	693.44	646	667	674	820	667	205.97	186.06
rplO	Rv0723	50S ribosomal protein L15	INDIGO_exponential:10%	0.1549	0.588166573985426	690.41	670	696	720	814	564	1930.77	1755.63
Rv1931c	Rv1931c	transcriptional regulator	hypoxia_late:32%; ctl_stationary:11%	0.2047	0.918213982565023	697.81	629	547	541	1006	820	32.06	28.02
Rv2854	Rv2854	hypothetical protein	hypoxia_late:16%	0.1794	0.862012981690735	683.31	675	559	637	850	712	50.46	44.98
Rv0161	Rv0161	oxidoreductase	hypoxia_late:31%	0.1663	0.711367781363931	692.16	687	685	700	762	630	54.15	48.82
moaA2	Rv0869c	molybdenum cofactor biosynthesis protein MoaA	cholesterol:12%	0.1594	0.640089112792817	692.77	686	694	699	816	579	277.42	251.35
dinF	Rv2836c	DNA-damage-inducible protein DinF	PBS_RIF_DDmtb:14%; hypoxia_late:13%	0.1563	0.582999510098224	696.94	668	736	708	775	604	124.26	112.62
yrbE1B	Rv0168	membrane protein	butyrate_plus_glucose:11%; acidic_tyloxopol:10%	0.1604	0.606904666371587	705.22	659	751	692	839	597	396.11	358.63
MT3959	MT3959	hypothetical protein	ctl_exponential:13%	0.1581	0.60947652156372	698.61	666	716	722	783	612	754.91	685.24
pks2	Rv3825c	phthioceranic/hydroxyphthioceranic acid synthase	nutrient_limitation:20%; PBS_RIF_DDmtb:15%; acidic:11%	0.1604	0.632964228415985	703.35	657	737	676	807	646	507.38	459.3
Rv3899c	Rv3899c	hypothetical protein	hypoxia_late:28%	0.1773	0.82993703033156	697.22	705	648	640	854	650	68.75	61.44
Rv0037c	Rv0037c	MFS-type transporter	microaerophilic:21%	0.1493	0.549452306043767	697.07	709	740	747	760	542	178.03	162.45
Rv2422	Rv2422	hypothetical protein	hypoxia_late:27%	0.226	0.967948973045097	714.78	602	445	465	1115	1095	23.92	20.52
MT3615.4	MT3615.4	hypothetical protein	hypoxia_fatty_acids:39%	0.212	0.937254640712435	716.74	591	517	479	1139	972	61.36	53.36
fgd1	Rv0407	F420-dependent glucose-6-phosphate dehydrogenase	zinc_limitation:9%	0.15	0.561233235623574	699.49	695	730	749	750	581	141.98	129.45
atpB	Rv1304	ATP synthase subunit A	tyloxopol:14%; INDIGO_exponential:12%; ctl_exponential:10%	0.1578	0.6162432043188	705.57	658	735	701	835	609	870.78	789.91
relA	Rv2583c	bifunctional (p)ppGpp synthase/hydrolase RelA	acidic:11%; microaerophilic:10%	0.1545	0.603318579779944	704.77	684	728	717	819	586	382.83	348.1
aroA	Rv3227	3-phosphoshikimate 1-carboxyvinyltransferase	PBS_RIF_DDmtb:26%; hypoxia_late:15%	0.1586	0.610014299774067	713.39	679	777	714	803	603	115.53	104.7
nadC	Rv1596	nicotinate-nucleotide pyrophosphatase	microaerophilic:22%	0.1579	0.650047037934581	705.04	664	707	690	849	625	1483.24	1345.23
gpgP	Rv2419c	glucosyl-3-phosphoglycerate phosphatase	zinc_limitation:9%	0.1529	0.585026815141981	707.79	710	765	731	757	584	227.56	207.19
fabG3	Rv2002	20-beta-hydroxysteroid dehydrogenase	hypoxia_late:11%	0.1617	0.66835474747489	714.44	632	726	686	848	689	120.32	108.6
MT2363	MT2363	hypothetical protein	hypoxia_late:19%	0.1758	0.818268435702916	710.3	590	574	617	978	835	54.18	48.38
Rv2695	Rv2695	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:14%	0.1701	0.760857135275237	713.06	636	651	646	875	772	66.24	59.48
Rv0654	Rv0654	carotenoid cleavage oxygenase	hypoxia_fatty_acids:50%	0.1657	0.748972194094815	712.82	715	738	709	774	632	54.94	49.53
Rv0434	Rv0434	hypothetical protein	human_sputum:11%	0.1551	0.63735248459414	710.42	685	732	710	795	635	168.07	152.54
cyp121	Rv2276	cytochrome P450 Cyp121	human_sputum:16%; tyloxopol:12%; high_iron:11%	0.1779	0.862110487040228	712.95	649	597	659	915	766	44.66	39.84
rpmJ	Rv3461c	50S ribosomal protein L36	human_sputum:13%; ctl_exponential:12%	0.1697	0.814318647330303	706.3	729	691	653	833	634	1709.28	1535.96
glnD	Rv2918c	bifunctional uridylyltransferase/uridylyl-removing enzyme	hypoxia_late:10%	0.1567	0.755866575845083	693.31	755	662	736	744	578	74.6	67.65
Rv1825	Rv1825	hypothetical protein	INDIGO_exponential:9%	0.1523	0.690681527157313	697.8	743	701	744	735	574	163.84	149.22
cobD	Rv2236c	cobalamin biosynthesis transmembrane protein CobD	hypoxia_late:31%	0.1692	0.771194483712717	722.77	598	643	655	950	795	52.65	47.15
Rv2772c	Rv2772c	transmembrane protein	hypoxia_late:9%	0.1541	0.696907244070332	709.78	704	686	735	786	642	231.94	210.86
menC	Rv0553	muconate cycloisomerase	hypoxia_late:34%	0.1699	0.792719161463004	724.83	623	647	650	934	793	43.75	39.2
hisG	Rv2121c	ATP phosphoribosyltransferase	hypoxia_late:20%; low_iron:15%	0.1796	0.890926560833244	721.55	699	626	639	898	762	53.7	47.89
ureD	Rv1853	urease accessory protein UreD	hypoxia_late:8%	0.1572	0.696016863181782	719.44	694	710	713	811	673	119.68	108.62
ctaE	Rv2193	cytochrome C oxidase subunit III	tyloxopol:16%; INDIGO_exponential:12%	0.1533	0.642072092400911	722.06	691	754	726	845	605	1386.89	1262.32
Rv0955	Rv0955	integral membrane protein	ctl_exponential:8%	0.1586	0.681488433937472	727.68	654	746	697	901	654	308.01	279.05
Rv3693	Rv3693	membrane protein	hypoxia_late:14%	0.1664	0.77301988640814	725.56	681	705	667	909	679	190.39	171.43
Rv1634	Rv1634	multidrug-efflux transporter	hypoxia_late:9%	0.1491	0.614613774806136	720.44	706	750	748	822	587	184.67	168.49
Rv2743c	Rv2743c	hypothetical protein	hypoxia_fatty_acids:13%; ctl_stationary:13%; PBS_RIF_DDmtb:10%	0.1572	0.676587968086363	731	665	768	706	889	640	403.05	365.63
mcr10	Rvnc0008	putative small regulatory RNA	microaerophilic:20%	0.2079	0.936049318881784	761.51	711	769	510	1061	808	326.99	286.2
Rv2689c	Rv2689c	hypothetical protein	PBS_RIF_DDmtb:20%; hypoxia_late:19%; ctl_stationary:11%	0.1565	0.705891337069564	727.45	690	734	704	830	684	64.83	58.73
lat	Rv3290c	L-lysine-epsilon aminotransferase	hypoxia_fatty_acids:31%; cholesterol:16%; microaerophilic:14%; ctl_stationary:13%	0.1558	0.752844385183993	716.32	745	723	737	769	613	81.71	74.16
Rv2481c	Rv2481c	hypothetical protein	hypoxia_late:12%; acidic_tyloxopol:10%	0.1997	0.944726697625612	731.34	604	512	521	1148	980	47.05	41.21
Rv2260	Rv2260	hypothetical protein	ctl_exponential:9%	0.1472	0.621714901828023	722.72	719	753	759	801	591	307.01	280.63
dapA	Rv2753c	4-hydroxy-tetrahydrodipicolinate synthase	zinc_limitation:9%	0.1511	0.659785312097547	729.39	693	742	741	865	617	551.86	503
Rv2073c	Rv2073c	oxidoreductase	hypoxia_late:29%; PBS_RIF_DDmtb:12%	0.1798	0.914803942719225	727.48	708	611	619	944	780	60.43	53.87
MT1342	MT1342	hypothetical protein	hypoxia_hypoxic:14%; INDIGO_exponential:14%	0.1817	0.884116019265815	752.66	653	664	594	1056	840	407.75	363.26
Rv3236c	Rv3236c	integral membrane transport protein	acidic:10%	0.1701	0.897040028145859	714.16	794	663	677	821	626	110.01	98.97
ccsA	Rv0529	cytochrome C-type biogenesis protein CcsA	high_iron:13%	0.1542	0.68561196952334	737.48	683	758	725	883	649	271.44	246.66
Rv3639c	Rv3639c	hypothetical protein	hypoxia_late:28%; PBS_RIF_DDmtb:15%; ctl_stationary:10%	0.2212	0.98056671608878	745.82	648	507	475	1235	1001	17.2	14.66
gabD1	Rv0234c	succinate-semialdehyde dehydrogenase	PBS_RIF_DDmtb:10%	0.1469	0.638861521955988	731.12	713	760	762	831	600	124.78	114
pknD	Rv0931c	serine/threonine-protein kinase PknD	microaerophilic:11%	0.1517	0.682751580905955	738.62	698	766	734	846	656	1094.53	997.25
hisI	Rv1606	phosphoribosyl-AMP cyclohydrolase	microaerophilic:22%	0.1575	0.762919189344991	736.8	689	700	685	885	734	199.76	181.02
Rv2059	Rv2059	hypothetical protein	zinc_limitation:15%; human_sputum:13%	0.1419	0.623472661713005	733.55	727	800	777	802	575	160.49	147.17
Rv3349c	Rv3349c	transposase	hypoxia_late:36%	0.1861	0.942896569619641	738.41	656	549	609	1065	871	35.96	31.85
Rv0397	Rv0397	hypothetical protein	hypoxia_late:36%	0.1779	0.890112930827894	754.19	628	618	595	1099	891	71.63	63.89
lpqN	Rv0583c	lipoprotein LpqN	ctl_exponential:12%; acidic:12%	0.1545	0.708279539822914	745.85	702	781	723	855	675	157.93	143.46
Rv2219	Rv2219	transmembrane protein	cholesterol:8%	0.1517	0.698552751996219	742.51	701	761	733	891	638	600.37	546.81
mmsA	Rv0753c	methylmalonate-semialdehyde dehydrogenase	hypoxia_fatty_acids:37%	0.1512	0.681311080501627	746.28	712	798	740	841	648	103.07	93.8
Rv2520c	Rv2520c	membrane protein	hypoxia_late:10%	0.1847	0.939433015447992	747.11	717	625	612	979	833	133.59	119.04
stp	Rv2333c	multidrug resistance protein	hypoxia_late:14%	0.1677	0.907458267450058	723.17	722	572	688	910	744	50.26	45.16
Rv1248c	Rv1248c	multifunctional 2-oxoglutarate dehydrogenase E1 component /2-oxoglutarate dehydrogenase	human_sputum:7%	0.1475	0.684543252358235	745.57	721	785	751	858	623	321.82	294.01
leuB	Rv2995c	3-isopropylmalate dehydrogenase	zinc_limitation:13%	0.1528	0.719737013331318	748.31	680	749	729	920	676	482.77	439.21
PE_PGRS1	Rv0109	PE-PGRS family protein PE_PGRS1	hypoxia_late:43%	0.2049	0.962458146250765	766.5	556	561	551	1152	1139	29	25.29
rho	Rv1297	transcription termination factor Rho	hypoxia_rar:10%	0.1531	0.72630384863019	750.73	688	762	738	856	715	2026	1844.64
MT1172.1	MT1172.1	hypothetical protein	PBS_RIF_DDmtb:10%	0.1904	0.968787357820163	741.71	692	514	548	1118	921	83.57	73.75
MT3436	MT3436	hypothetical protein	hypoxia_late:16%	0.2239	0.989219463003672	765.82	707	543	464	1227	1018	104.87	90.6
eccC5	Rv1783	ESX-5 type VII secretion system protein EccC5	acidic:9%	0.1488	0.699343153169291	748.77	714	782	745	853	657	483.17	441.05
Rv2730	Rv2730	hypothetical protein	hypoxia_late:13%; ctl_stationary:13%	0.1703	0.883767883784269	762.18	674	661	705	957	834	85.43	76.87
Rv1116A	Rv1116A	conserved hypothetical protein	acidic:10%	0.1762	0.895794372335382	772.39	615	646	605	1128	934	104.61	93.24
fadE32	Rv3563	acyl-CoA dehydrogenase FadE32	hypoxia_late:36%; human_sputum:15%	0.1751	0.933662895099636	745.27	718	587	654	971	826	35.28	31.52
Rv3362c	Rv3362c	ATP/GTP-binding protein	INDIGO_exponential:9%	0.1503	0.7611720139538	756.24	696	725	732	896	740	150.22	136.57
secD	Rv2587c	protein translocase subunit SecD	zinc_limitation:8%	0.1469	0.715667451216006	761.61	724	801	753	894	647	434.92	397.45
Rv2488c	Rv2488c	LuxR family transcriptional regulator	hypoxia_late:32%; ctl_stationary:13%	0.1631	0.911416399879493	741.53	788	675	739	852	662	31.51	28.42
wag22	Rv1759c	PE-PGRS family protein Wag22	hypoxia_late:49%	0.1706	0.912662816477636	756.99	760	721	716	867	726	21.12	18.91
Rv3630	Rv3630	integral membrane protein	hypoxia_late:12%	0.1476	0.770915566827614	754.77	735	764	763	877	644	137.24	125.34
MT0772.2	MT0772.2	hypothetical protein	hypoxia_late:55%	0.2221	0.994215765251983	765.17	765	544	492	1074	1048	34.21	29.55
Rv2191	Rv2191	hypothetical protein	hypoxia_late:24%; zinc_limitation:14%	0.1486	0.845463774293501	736.71	823	712	760	768	628	62.48	56.93
Rv0794c	Rv0794c	oxidoreductase	hypoxia_late:16%	0.1589	0.912684256564005	731.66	832	657	719	800	659	60.09	54.34
hycD	Rv0084	formate hydrogenlyase HycD	hypoxia_late:9%	0.1434	0.708941786061949	766.85	734	838	789	844	639	150.09	137.57
sadH	Rv3085	oxidoreductase SadH	hypoxia_late:18%; nutrient_limitation:16%	0.1609	0.883831366625661	766.02	761	744	694	913	727	124.4	112.29
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	0.1473	0.755155050053278	775.76	723	803	754	921	688	665.94	608.32
ltp1	Rv2790c	lipid-transfer protein	zinc_limitation:20%	0.1384	0.741020118369647	774.49	741	817	792	893	641	273.58	251.39
Rv1129c	Rv1129c	transcriptional regulator	hypoxia_fatty_acids:18%; human_sputum:16%	0.184	0.961869364689051	786.97	521	479	636	1395	1088	16.7	14.67
rpsN1	Rv0717	30S ribosomal protein S14	human_sputum:18%; hypoxia_rar:12%	0.138	0.741634676115868	775.98	747	818	793	876	655	1296.47	1191.92
rplV	Rv0706	50S ribosomal protein L22	butyrate_plus_glucose:11%	0.1572	0.847877474410182	783.06	720	763	711	982	754	1302.32	1180.87
moeW	Rv2338c	molybdopterin biosynthesis protein MoeW	hypoxia_late:15%	0.1489	0.862597354863414	756.99	799	717	764	832	678	103.36	94.26
Rv2288	Rv2288	hypothetical protein	acidic:12%	0.142	0.7939945611858	770.81	758	791	790	843	677	265.22	243.39
gltA2	Rv0896	citrate synthase 1	tyloxopol:11%	0.1397	0.747766020108392	780.12	731	814	797	904	665	663.74	609.91
folD	Rv3356c	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	hypoxia_late:10%	0.1361	0.755291524260327	769.18	782	809	820	823	622	193.18	178.02
MT0270.2	MT0270.2	hypothetical protein	human_sputum:10%	0.1579	0.844992630343215	795.32	703	774	707	990	819	201.68	182.94
Rv1707	Rv1707	transmembrane protein	PBS_RIF_DDmtb:7%	0.1316	0.717035927157216	777.1	770	825	838	847	618	143.94	132.99
tesB1	Rv1618	acyl-CoA thioesterase TesB	tyloxopol:9%	0.1345	0.739421902089287	779.38	759	829	812	872	636	262.04	241.55
Rv2280	Rv2280	dehydrogenase	microaerophilic:10%	0.1394	0.76878067143867	782.98	739	820	784	917	666	511.2	469.66
Rv2298	Rv2298	oxidoreductase	PBS_RIF_DDmtb:8%	0.1342	0.725856190327671	782.72	766	850	827	863	621	208.01	191.91
rplC	Rv0701	50S ribosomal protein L3	acidic:9%	0.142	0.788036294857136	788.02	730	812	774	916	716	2677.03	2455.72
Rv2375	Rv2375	hypothetical protein	butyrate_plus_glucose:11%; butyrate:10%	0.1458	0.837146676756198	781.22	783	792	770	895	674	905.34	828.32
Rv1215c	Rv1215c	hypothetical protein	butyrate:7%	0.1355	0.74543491888313	785.1	767	849	802	892	629	172.48	158.86
Rv3213c	Rv3213c	SOJ/ParA-like protein	ctl_exponential:12%	0.1384	0.773679893602341	785.99	742	810	795	924	670	1085.34	997.99
yjcE	Rv2287	Na(+)/H(+) transporter	hypoxia_late:20%	0.1526	0.892525947572102	778.38	764	719	758	902	755	48.05	43.63
Rv1140	Rv1140	integral membrane protein	PBS_RIF_DDmtb:10%	0.1441	0.844683211215329	781.27	762	767	771	914	700	156.71	143.39
Rv1919c	Rv1919c	hypothetical protein	ctl_exponential:15%; acidic:13%	0.1378	0.773937342724851	788.84	750	824	796	903	680	492.58	452.78
Rv3689	Rv3689	transmembrane protein	butyrate:8%	0.1407	0.789853350528687	799.9	738	842	788	953	691	292.07	268.02
groES	Rv3418c	chaperonin GroES	acidic_tyloxopol:12%; hypoxia_fatty_acids:12%	0.1409	0.811678764348262	799.22	728	797	783	928	767	10084	9256.18
Rv0029	Rv0029	hypothetical protein	zinc_limitation:9%	0.1409	0.793687642401641	806.59	756	869	791	911	714	113.28	103.91
