GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_noDrug	Rv0827c_DMSO_noDrug
end	Rv0670	endonuclease IV	PBS_RIF_DDmtb:15%	0.0097	0.999990553151424	1540.94	1594	1636	1654	1340	1492	382.88	385.43
Rv0147	Rv0147	aldehyde dehydrogenase	PBS_RIF_DDmtb:11%	0.0074	0.999974928191219	1575.28	1759	1682	1712	1319	1429	290.25	292.71
rpmC	Rv0709	50S ribosomal protein L29	ctl_exponential:11%	0.0073	0.999979775808544	1563.01	1675	1665	1705	1328	1460	2290.13	2309.64
Rv2828c	Rv2828c	hypothetical protein	hypoxia_late:17%; microaerophilic:11%	0.0161	0.999997981981203	1517.86	1589	1595	1572	1301	1543	119.13	119.35
rpsN1	Rv0717	30S ribosomal protein S14	human_sputum:18%; hypoxia_rar:12%	0.0081	0.999984751588584	1562.07	1669	1670	1689	1315	1485	1285.79	1296.47
gpsI	Rv2783c	bifunctional guanosine pentaphosphate synthetase/polyribonucleotide nucleotidyltransferase	high_iron:11%	0.009	0.999985937747841	1562.6	1659	1713	1666	1322	1471	903.51	909.89
MT2283	MT2283	hypothetical protein	hypoxia_late:38%; ctl_stationary:21%; PBS_RIF_DDmtb:16%	0.0231	0.999999999996168	1494.67	1272	1001	1258	2138	1962	6.91	6.56
ftsX	Rv3101c	cell division protein FtsX	zinc_limitation:13%	0.0127	0.99999329470952	1546.61	1677	1652	1621	1292	1508	159.5	160.37
Rv1190	Rv1190	hypothetical protein	hypoxia_late:40%	0.0193	0.999999603843529	1510.68	1417	1473	1471	1486	1715	22.74	22.6
hspR	Rv0353	heat shock protein transcriptional repressor HspR	hypoxia_fatty_acids:11%; microaerophilic:11%	0.0078	0.999985745128001	1558.42	1614	1668	1711	1313	1503	502.89	507.56
Rv1674c	Rv1674c	transcriptional regulator	hypoxia_late:29%; ctl_stationary:16%	0.0204	0.999999926741202	1498.03	1257	1302	1366	1699	1919	14.02	13.77
PPE18	Rv1196	PPE family protein PPE18	acidic:16%	0.0086	0.999980642439401	1579.49	1761	1722	1674	1310	1455	2131.54	2147
Rv0390	Rv0390	hypothetical protein	human_sputum:11%	0.0131	0.999996686398511	1534.38	1607	1612	1591	1337	1534	239.73	240.55
Rv0749A	Rv0749A	hypothetical protein	human_sputum:12%	0.0261	0.999999844855601	1541.78	1318	1378	1323	1910	1834	48.06	47.06
Rv3850	Rv3850	hypothetical protein	acidic:12%	0.0081	0.999985131960463	1567.92	1649	1700	1686	1333	1488	287.1	289.34
PPE58	Rv3426	PPE family protein PPE58	nutrient_limitation:20%; hypoxia_rar:13%	0.0184	0.999999530058757	1518.12	1599	1599	1542	1306	1555	77.6	77.61
eccA2	Rv3884c	ESX-2 secretion system protein EccA	hypoxia_late:10%; ctl_exponential:10%	0.0078	0.999988750453589	1554.28	1606	1651	1684	1344	1499	155.44	156.82
mmpS1	Rv0403c	membrane protein MmpS1	hypoxia_late:14%; ctl_stationary:10%	0.0201	0.999999707221693	1517.27	1459	1420	1467	1519	1731	48.89	48.55
qor	Rv1454c	quinone reductase	low_iron:8%	0.0079	0.999983439816028	1577.64	1660	1747	1687	1338	1475	236.81	238.63
Rv1061	Rv1061	hypothetical protein	ctl_stationary:10%	0.0162	0.999999077824504	1518.62	1487	1553	1515	1404	1639	67.27	67.12
Rv2086	Rv2086	hypothetical protein	hypoxia_late:17%; ctl_stationary:12%; microaerophilic:11%	0.0212	0.99999995206178	1517.07	1190	1260	1372	1907	1940	14.09	13.8
Rv3422c	Rv3422c	tRNA threonylcarbamoyladenosine biosynthesis protein	hypoxia_late:10%	0.0124	0.999995511803359	1550.39	1619	1649	1619	1335	1541	168.14	168.95
Rv0318c	Rv0318c	integral membrane protein	hypoxia_late:22%	0.0164	0.99999977416261	1512.95	1371	1435	1487	1510	1777	34.82	34.65
deaD	Rv1253	ATP-dependent RNA helicase DeaD	acidic_tyloxopol:9%	0.0076	0.999980563507346	1591.15	1730	1715	1716	1327	1489	108.25	109.13
PE_PGRS33	Rv1818c	PE-PGRS family protein PE_PGRS33	microaerophilic:28%; hypoxia_late:12%	0.0096	0.999993814756628	1556.94	1657	1627	1641	1363	1507	207.28	208.65
wbbL2	Rv1525	rhamnosyl transferase WbbL	microaerophilic:14%; hypoxia_late:13%	0.0157	0.999998458236213	1544.86	1623	1646	1576	1331	1559	93.31	93.54
Rv2267c	Rv2267c	hypothetical protein	hypoxia_late:26%; ctl_stationary:11%	0.0206	0.999999790761079	1542.55	1365	1469	1389	1604	1917	21.06	20.74
rplO	Rv0723	50S ribosomal protein L15	INDIGO_exponential:10%	0.0077	0.999985842171836	1587.49	1748	1727	1673	1342	1468	1915.85	1930.77
MT3102	MT3102	hypothetical protein	hypoxia_late:59%	0.0603	0.999999999657922	1742.32	1207	1780	1002	2433	2580	12.37	10.93
MT2988.1	MT2988.1	hypothetical protein	hypoxia_late:31%; ctl_stationary:18%	0.0248	0.999999999999444	1539.64	1299	1086	1198	2114	2172	8.02	7.56
drrB	Rv2937	daunorubicin ABC transporter permease DrrB	INDIGO_exponential:13%; tyloxopol:11%	0.0142	0.999996306445536	1576.45	1786	1655	1602	1302	1558	80.51	80.85
Rv3193c	Rv3193c	transmembrane protein	tyloxopol:7%	0.0044	0.999973697307077	1592.95	1691	1730	1743	1348	1473	185.01	186.98
scoA	Rv2504c	succinyl-CoA:3-ketoacid-CoA transferase subunit A	butyrate:34%; butyrate_plus_glucose:17%	0.0103	0.999991382911123	1586.05	1723	1709	1658	1330	1528	157.5	158.46
rplB	Rv0704	50S ribosomal protein L2	butyrate_plus_glucose:10%	0.0073	0.999990266409537	1578.2	1634	1720	1676	1356	1519	2022.05	2038.57
Rv2134c	Rv2134c	hypothetical protein	ctl_stationary:10%; cholesterol:10%	0.0071	0.999987798246441	1588.3	1681	1725	1692	1349	1511	394.11	397.46
papA4	Rv1528c	polyketide synthase associated protein PapA	hypoxia_late:27%; ctl_stationary:13%	0.023	0.999999999425045	1543.38	1705	1248	1480	1557	1754	12.85	12.73
Rv0785	Rv0785	KsdD-like steroid dehydrogenase	hypoxia_late:15%	0.0083	0.999994098857525	1567.17	1604	1640	1672	1359	1571	77.83	78.47
fdxA	Rv2007c	ferredoxin	hypoxia_hypoxic:16%; ctl_stationary:15%	0.0159	0.999999673842704	1538.12	1648	1586	1544	1352	1569	355.39	355.42
Rv1024	Rv1024	membrane protein	hypoxia_late:16%	0.0118	0.999998451063692	1545.93	1566	1571	1599	1405	1593	120.43	120.98
MT0835	MT0835	hypothetical protein	low_iron:14%; acidic_tyloxopol:12%	0.0129	0.999997401820393	1565.86	1662	1613	1617	1346	1602	524.13	526.45
Rv0142	Rv0142	hypothetical protein	hypoxia_late:21%	0.0092	0.999991949095131	1586.09	1667	1728	1665	1341	1545	141	141.99
fixA	Rv3029c	electron transfer flavoprotein subunit beta	hypoxia_hypoxic:11%; hypoxia_rar:11%; ctl_exponential:10%	0.0034	0.999967495558047	1608.61	1752	1745	1759	1353	1458	1094.77	1106.86
rplQ	Rv3456c	50S ribosomal protein L17	high_iron:8%	0.0036	0.999975017581958	1604.03	1698	1751	1746	1362	1483	1335.13	1349.6
phyA	Rv3397c	phytoene synthase	hypoxia_late:16%; ctl_stationary:10%	0.0165	0.99999964568236	1553.76	1507	1521	1464	1528	1757	24.93	24.78
Rv1716	Rv1716	hypothetical protein	hypoxia_late:22%; PBS_RIF_DDmtb:13%	0.0165	0.99999970020003	1550.65	1531	1522	1505	1494	1706	29.07	28.97
MT2807	MT2807	hypothetical protein	hypoxia_late:14%	0.0163	0.999998945110066	1573.22	1682	1639	1598	1316	1646	79.55	79.91
Rv1683	Rv1683	bifunctional long-chain acyl-CoA synthase/lipase	microaerophilic:17%	0.0031	0.999960627281392	1622.44	1801	1775	1771	1358	1436	247.97	250.75
Rv0988	Rv0988	hypothetical protein	hypoxia_late:13%; PBS_RIF_DDmtb:11%; human_sputum:10%	0.0132	0.99999759691793	1581.67	1707	1716	1589	1360	1550	108.59	108.95
Rv3378c	Rv3378c	diterpene synthase	hypoxia_late:19%	0.0138	0.999998772460102	1570.24	1690	1589	1592	1367	1623	61.33	61.57
vapB34	Rv1740	antitoxin VapB34	ctl_stationary:11%	0.0178	0.999999954168625	1546.03	1544	1591	1540	1402	1659	116.22	116.15
Rv0178	Rv0178	Mce associated membrane protein	INDIGO_exponential:10%	0.0048	0.999977018714577	1615.89	1793	1748	1736	1347	1480	772.79	780.74
hisE	Rv2122c	phosphoribosyl-ATP pyrophosphatase	low_iron:25%; hypoxia_late:16%; PBS_RIF_DDmtb:11%	0.0191	0.999999974663332	1549.71	1617	1363	1518	1467	1801	22.7	22.67
Rv2825c	Rv2825c	hypothetical protein	hypoxia_late:14%; microaerophilic:11%; cholesterol:11%	0.01	0.999994852301156	1587.37	1671	1680	1657	1357	1584	129.96	130.74
vapB35	Rv1962A	antitoxin VapB35	PBS_RIF_DDmtb:9%	0.0146	0.999998979068855	1572.75	1622	1616	1640	1312	1689	77.16	77.63
Rv0741	Rv0741	transposase	acidic:9%	0.0107	0.999994235761634	1591.89	1728	1696	1649	1345	1557	291.12	292.82
Rv1126c	Rv1126c	hypothetical protein	human_sputum:10%	0.0116	0.999996958307197	1582.58	1630	1729	1629	1351	1587	136.3	137.08
Rv0250c	Rv0250c	hypothetical protein	hypoxia_fatty_acids:19%; ctl_exponential:11%	0.0137	0.999996949267154	1593.03	1756	1692	1615	1336	1583	259.74	260.99
cysT	Rv2399c	sulfate ABC transporter permease CysT	PBS_RIF_DDmtb:11%	0.0139	0.999999869395854	1543.59	1486	1568	1534	1452	1683	74.48	74.37
gatB	Rv3009c	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	zinc_limitation:9%	0.0069	0.999989959047024	1593.32	1679	1746	1675	1365	1517	213.53	215.23
ksgA	Rv1010	rRNA small subunit methyltransferase A	zinc_limitation:11%	0.0033	0.999976891070086	1622.11	1736	1763	1760	1374	1498	360.8	364.82
vapC25	Rv0277c	ribonuclease VapC25	butyrate_plus_glucose:10%	0.0104	0.999996252552163	1588.78	1687	1645	1677	1318	1633	125.93	127.08
nudC	Rv3199c	NADH pyrophosphatase	hypoxia_late:9%	0.0048	0.999984725257961	1610.49	1720	1721	1732	1373	1523	227.98	230.21
sigI	Rv1189	ECF RNA polymerase sigma factor SigI	hypoxia_late:18%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	0.0109	0.999999734868347	1540.04	1615	1379	1497	1465	1758	21.78	21.88
Rv0881	Rv0881	tRNA/rRNA methyltransferase	hypoxia_late:15%; ctl_stationary:13%	0.0124	0.999999166026727	1565.96	1588	1566	1613	1418	1650	43.08	43.3
Rv2729c	Rv2729c	integral membrane protein	microaerophilic:17%; hypoxia_fatty_acids:11%	0.0103	0.999997729399943	1577.97	1683	1578	1631	1392	1614	94.02	94.59
Rv1474c	Rv1474c	transcriptional regulator	PBS_RIF_DDmtb:11%; INDIGO_exponential:10%	0.0089	0.999997621828497	1575.41	1605	1634	1616	1408	1620	183.5	184.46
cyp124	Rv2266	cytochrome P450 Cyp124	cholesterol:12%	0.0117	0.999999484583979	1562.09	1575	1580	1577	1427	1656	40.98	41.09
lepB	Rv2903c	signal peptidase	high_iron:10%	0.0061	0.999988579431131	1614.44	1768	1739	1703	1369	1512	874.34	882.33
MT2168	MT2168	hypothetical protein	acidic_tyloxopol:10%	0.0168	0.999999964338115	1567.32	1483	1527	1522	1552	1760	82.65	82.41
MT1178	MT1178	hypothetical protein	butyrate:32%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	0.0054	0.999991936585093	1600.23	1650	1689	1718	1381	1575	1026.31	1036.65
Rv0476	Rv0476	transmembrane protein	hypoxia_fatty_acids:12%	0.0056	0.99999090818587	1607	1688	1701	1715	1380	1564	569.02	574.15
rplT	Rv1643	50S ribosomal protein L20	hypoxia_hypoxic:9%	0.0049	0.999988218729091	1616.67	1735	1737	1722	1379	1527	1844.35	1862.86
PE_PGRS3	Rv0278c	PE-PGRS family protein PE_PGRS3	microaerophilic:30%; hypoxia_late:29%	0.0075	0.999997508771205	1579.2	1583	1621	1647	1429	1621	45.45	45.77
ccdA	Rv0527	cytochrome C-type biogenesis protein CcdA	high_iron:13%; ctl_exponential:12%; hypoxia_late:11%	0.0024	0.999976975423245	1633.98	1727	1803	1772	1388	1501	488.69	494.44
Rv0484c	Rv0484c	short-chain type oxidoreductase	tyloxopol:9%	0.0061	0.999993502553665	1602.91	1654	1703	1685	1391	1592	181.08	182.56
egtE	Rv3700c	pyridoxal-phosphate-dependent protein EgtE	hypoxia_late:18%	0.0049	0.999991590946322	1604.78	1631	1717	1727	1376	1586	108.81	109.99
nrp	Rv0101	peptide synthetase Nrp	hypoxia_late:12%	0.0037	0.999985277458789	1624.4	1692	1791	1737	1394	1525	41.35	41.79
Rv1585c	Rv1585c	phage protein	hypoxia_fatty_acids:28%; microaerophilic:12%; ctl_stationary:12%; butyrate:11%	0.0128	0.999999986569633	1549	1432	1548	1545	1508	1719	64.24	64.23
Rv3656c	Rv3656c	hypothetical protein	hypoxia_late:25%; ctl_stationary:11%	0.0158	0.999999646493949	1588.43	1598	1650	1609	1385	1710	62.13	62.41
aac	Rv0262c	aminoglycoside 2'-N-acetyltransferase	butyrate:10%	0.0119	0.999998484285655	1593.25	1674	1674	1608	1395	1624	105.47	105.97
Rv0740	Rv0740	hypothetical protein	acidic:11%	0.0109	0.999996912419705	1607.07	1713	1714	1643	1375	1603	112.29	112.92
PE14	Rv1214c	PE family protein PE14	hypoxia_late:14%	0.0142	0.999999092163701	1599.96	1722	1664	1611	1350	1667	93.45	93.93
MT0717.1	MT0717.1	hypothetical protein	ctl_stationary:21%	0.0177	0.999999859684095	1591.68	1468	1551	1398	1650	1916	66.41	65.52
Rv0139	Rv0139	oxidoreductase	hypoxia_late:10%	0.0086	0.999996858976949	1595.6	1670	1707	1624	1389	1598	148.35	149.2
Rv0622	Rv0622	membrane protein	hypoxia_late:19%; ctl_stationary:11%	0.017	0.999999915151318	1589.5	1444	1515	1385	1669	1967	18.24	17.97
Rv2294	Rv2294	cystathionine beta-lyase	hypoxia_late:15%	0.0067	0.999994231358437	1608.72	1637	1718	1696	1399	1604	78.78	79.4
Rv1062	Rv1062	hypothetical protein	hypoxia_late:21%	0.0088	0.999997109723573	1599.97	1627	1693	1664	1384	1642	72.44	72.97
Rv1815	Rv1815	hypothetical protein	high_iron:14%	0.0071	0.999999472063236	1564.12	1633	1332	1661	1426	1791	970.98	978.78
lpqU	Rv1022	lipoprotein LpqU	hypoxia_late:13%; human_sputum:12%	0.0103	0.999997041821062	1608.98	1696	1726	1651	1370	1615	99.24	99.9
leuA	Rv3710	2-isopropylmalate synthase	microaerophilic:11%	0.0047	0.999991557623925	1618.83	1645	1769	1720	1407	1566	174.39	176.18
MT3876	MT3876	hypothetical protein	tyloxopol:9%	0.0099	0.999999467935559	1585.88	1642	1626	1573	1432	1662	268.9	269.7
gcp	Rv3419c	O-sialoglycoprotein endopeptidase	microaerophilic:10%	0.0054	0.999990077840876	1635.25	1770	1776	1719	1377	1553	224.74	226.92
Rv0942	Rv0942	hypothetical protein	microaerophilic:12%; ctl_stationary:10%	0.0104	0.999998704430685	1594.47	1636	1632	1626	1430	1654	158.6	159.4
Rv0502	Rv0502	hypothetical protein	acidic:12%; acidic_tyloxopol:10%	0.0025	0.999986310980209	1647.38	1777	1781	1750	1403	1544	609.36	616.54
moaA2	Rv0869c	molybdenum cofactor biosynthesis protein MoaA	cholesterol:12%	0.0029	0.999988203572749	1637.02	1711	1784	1738	1411	1556	274.43	277.42
Rv2645	Rv2645	hypothetical protein	hypoxia_late:25%	0.0129	0.999999988421562	1578.35	1500	1514	1550	1538	1799	40.03	40.02
MT0694	MT0694	hypothetical protein	human_sputum:16%; hypoxia_late:11%; ctl_stationary:10%	0.0142	0.999999986016832	1590.7	1347	1389	1424	1886	1961	31.63	31.23
sigJ	Rv3328c	ECF RNA polymerase sigma factor SigJ	hypoxia_late:15%	0.0075	0.999994396161117	1635.4	1778	1770	1679	1382	1585	125.7	126.74
icd1	Rv3339c	isocitrate dehydrogenase	INDIGO_exponential:10%	0.0044	0.999989367337066	1645.73	1798	1765	1735	1378	1572	153.29	154.94
cyp141	Rv3121	cytochrome P450 Cyp141	hypoxia_late:11%	0.0074	0.999995152360889	1631.95	1781	1731	1694	1366	1605	80.72	81.51
esxR	Rv3019c	ESAT-6 like protein EsxR	microaerophilic:23%; hypoxia_late:14%	0.0129	0.999999668597267	1600.4	1582	1678	1595	1442	1712	67.56	67.82
Rv3415c	Rv3415c	hypothetical protein	hypoxia_late:39%; ctl_stationary:11%	0.0128	0.999999966540799	1587.06	1519	1516	1531	1553	1827	22.16	22.12
Rv0324	Rv0324	transcriptional regulator	hypoxia_fatty_acids:20%; hypoxia_late:16%; ctl_stationary:12%	0.0117	0.9999989395292	1622.73	1762	1660	1653	1371	1682	35.2	35.46
papA5	Rv2939	phthiocerol/phthiodiolone dimycocerosyl transferase	human_sputum:12%	0.0065	0.999996409427128	1623.75	1663	1724	1708	1398	1637	62.11	62.73
espJ	Rv3878	ESX-1 secretion-associated protein EspJ	tyloxopol:8%	0.0013	0.999981276708372	1668.69	1792	1819	1787	1406	1560	291.43	295.12
nth	Rv3674c	endonuclease III	zinc_limitation:10%	0.0047	0.999995185250735	1627.78	1651	1734	1701	1428	1634	169.22	170.64
Rv1194c	Rv1194c	hypothetical protein	low_iron:10%	0.002	0.999988924517755	1652.29	1763	1761	1753	1422	1577	227.06	229.79
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	0.0129	0.9999998898856	1607.11	1638	1556	1596	1478	1775	21.56	21.66
vapC20	Rv2549c	ribonuclease VapC20	PBS_RIF_DDmtb:15%	0.0091	0.999999607568931	1601.12	1587	1654	1594	1477	1698	95.49	95.88
ugpA	Rv2835c	sn-glycerol-3-phosphate ABC transporter permease UgpA	PBS_RIF_DDmtb:35%; hypoxia_late:15%	0.0107	0.999999965463132	1591.23	1557	1507	1569	1567	1762	21.89	21.96
aroE	Rv2552c	shikimate 5-dehydrogenase	microaerophilic:40%	0.0054	0.999995868672255	1634.54	1738	1712	1709	1401	1625	183.23	185.14
Rv1125	Rv1125	hypothetical protein	hypoxia_late:20%	0.007	0.999996964014791	1633.17	1685	1755	1695	1400	1643	55.25	55.78
MT3953	MT3953	hypothetical protein	acidic_tyloxopol:14%	0.0091	0.999998486940362	1630.52	1758	1666	1714	1311	1726	160.5	162.31
Rv3717	Rv3717	hypothetical protein	tyloxopol:16%	0.0068	0.999993854770806	1663.71	1881	1820	1681	1397	1563	289.4	291.86
esxC	Rv3890c	ESAT-6 like protein EsxC	hypoxia_rar:10%	0.0021	0.999995856622178	1626.47	1625	1688	1724	1458	1644	591.16	597.61
nrnA	Rv2837c	bifunctional oligoribonuclease/PAP phosphatase NrnA	PBS_RIF_DDmtb:13%	0.002	0.999988986150338	1672.87	1843	1796	1757	1415	1573	358.32	362.76
cwsA	Rv0008c	cell wall synthesis protein CwsA	hypoxia_late:18%	0.0094	0.999999749942028	1613.78	1684	1559	1604	1517	1709	73.05	73.44
MT0614	MT0614	hypothetical protein	hypoxia_late:34%	0.0145	0.999999983816507	1627.32	1391	1467	1383	1909	2045	23.11	22.76
Rv3542c	Rv3542c	hypothetical protein	human_sputum:17%; hypoxia_fatty_acids:16%	0.0091	0.999999870566056	1615.33	1624	1587	1586	1529	1755	33.77	33.89
rpmG2	Rv0634B	50S ribosomal protein L33	human_sputum:20%; ctl_exponential:12%; hypoxia_rar:12%	8e-04	0.999991743936283	1666.28	1740	1789	1776	1410	1632	916.78	929.52
lppY	Rv2999	lipoprotein LppY	hypoxia_late:20%	0.0068	0.999999324652072	1629.88	1620	1694	1652	1489	1699	48.79	49.13
Rv1543	Rv1543	oxidoreductase	human_sputum:7%	0.0018	0.999993130851302	1672.01	1847	1753	1744	1436	1596	360.42	364.95
Rv3599c	Rv3599c	hypothetical short protein	PBS_RIF_DDmtb:12%	0.0116	0.999999968691609	1629.33	1570	1572	1600	1558	1856	58.62	58.88
Rv2253	Rv2253	hypothetical protein	PBS_RIF_DDmtb:21%; human_sputum:15%; ctl_stationary:14%; hypoxia_late:11%	0.0071	0.999999998427567	1593.89	1397	1360	1508	1734	2015	17.49	17.4
smpB	Rv3100c	SsrA-binding protein	zinc_limitation:10%	0.0052	0.999999646375257	1620.6	1612	1625	1620	1526	1723	149.53	150.52
Rv3400	Rv3400	hydrolase	hypoxia_late:10%	0.0023	0.999993816232784	1685.21	1822	1815	1742	1437	1626	182.6	184.71
Rv0790c	Rv0790c	hypothetical protein	hypoxia_fatty_acids:56%	0.007	0.999998984487661	1648.16	1794	1635	1725	1339	1770	31.76	32.21
Rv2650c	Rv2650c	prophage protein	microaerophilic:27%; PBS_RIF_DDmtb:11%; cholesterol:10%	0.0041	0.999996885174367	1664.03	1749	1762	1706	1453	1660	66.39	67
Rv3706c	Rv3706c	hypothetical protein	human_sputum:13%; ctl_exponential:11%; acidic_tyloxopol:10%	0.0085	0.999999974891506	1622.01	1644	1498	1533	1602	1844	75.18	75.21
bfrA	Rv1876	bacterioferritin BfrA	hypoxia_hypoxic:10%	0.0035	0.999997994122527	1648.11	1755	1669	1748	1364	1722	86.53	87.86
MT0932	MT0932	hypothetical protein	human_sputum:17%; hypoxia_late:12%	0.0136	0.999999998014716	1649.82	1440	1531	1357	1906	2072	30.01	29.48
mpt83	Rv2873	cell surface lipoprotein	PBS_RIF_DDmtb:73%	0.0081	0.999999633373862	1648.81	1710	1663	1667	1471	1740	35.3	35.62
MT0740.1	MT0740.1	hypothetical protein	hypoxia_late:15%; ctl_stationary:15%; ctl_exponential:10%	0.0061	0.999999579947277	1639.7	1699	1567	1721	1396	1833	87.39	88.54
TB15.3	Rv1636	iron-regulated universal stress protein	hypoxia_hypoxic:10%	1e-04	0.999995557042608	1661.25	1701	1749	1747	1463	1655	481.78	488.2
rpsK	Rv3459c	30S ribosomal protein S11	hypoxia_rar:9%	0.0038	0.999996684355613	1675.82	1882	1733	1707	1455	1617	1257.34	1271.18
Rv0176	Rv0176	Mce associated transmembrane protein	high_iron:11%	0.0019	0.999994797077907	1680.65	1819	1798	1740	1445	1616	408.01	413.11
kdpD	Rv1028c	sensor protein KdpD	hypoxia_late:15%	0.0048	0.999998872408329	1649.61	1708	1740	1650	1472	1685	40.5	40.8
Rv0870c	Rv0870c	integral membrane protein	cholesterol:9%	4e-04	0.999992406834807	1697.79	1815	1835	1785	1425	1647	351.09	355.95
iniB	Rv0341	isoniazid inducible protein IniB	hypoxia_rar:23%; acidic:22%; hypoxia_hypoxic:12%; acidic_tyloxopol:11%	0.005	0.999999606467266	1640.55	1694	1620	1637	1534	1721	41.89	42.18
tesA	Rv2928	thioesterase TesA	ctl_exponential:13%; hypoxia_late:10%; human_sputum:10%	4e-04	0.999995483648965	1678.94	1800	1741	1764	1435	1668	130.31	132.18
Rv1628c	Rv1628c	hypothetical protein	hypoxia_fatty_acids:19%	0	0.999994392754383	1689.75	1697	1848	1794	1451	1673	173.98	176.39
Rv3183	Rv3183	transcriptional regulator	hypoxia_late:30%; ctl_stationary:11%	0.0119	0.999999994654791	1653.07	1505	1550	1442	1867	1931	15.78	15.62
Rv3034c	Rv3034c	acetyltransferase	human_sputum:8%	0.0045	0.999998701826135	1660.48	1734	1752	1663	1475	1686	89.32	90
mazE6	Rv1991A	antitoxin MazE6	PBS_RIF_DDmtb:18%	0.0046	0.999998981125312	1653.65	1655	1695	1739	1416	1776	92.58	93.74
Rv1290c	Rv1290c	hypothetical protein	hypoxia_late:20%	0.002	0.999997944099938	1661.18	1656	1772	1728	1474	1684	47.39	47.95
Rv2418c	Rv2418c	hypothetical protein	human_sputum:9%	0.0019	0.99999788136883	1666.76	1725	1742	1717	1481	1676	132.91	134.32
PPE27	Rv1790	PPE family protein PPE27	hypoxia_late:29%; human_sputum:14%	0.0071	0.999999950942528	1641.2	1632	1611	1579	1572	1818	24.81	24.89
msrA	Rv0137c	peptide methionine sulfoxide reductase MsrA	hypoxia_fatty_acids:9%	0.0014	0.999997056935408	1688.54	1689	1834	1779	1450	1704	88.14	89.35
Rv1990A	Rv1990A	dehydrogenase	hypoxia_late:12%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	0.0088	0.999999988617492	1654.62	1611	1619	1570	1619	1862	31.73	31.82
Rv0590A	Rv0590A	MCE-family related protein	PBS_RIF_DDmtb:13%; hypoxia_fatty_acids:13%; microaerophilic:10%	0.005	0.99999999966555	1636.98	1340	1391	1447	1935	2150	29.55	29.24
cmaA1	Rv3392c	cyclopropane mycolic acid synthase CmaA	hypoxia_late:12%; tyloxopol:10%	0.0042	0.999999537098774	1674.65	1731	1699	1655	1549	1743	47.1	47.43
Rv2078	Rv2078	hypothetical protein	hypoxia_late:16%	0.0049	0.999999197352184	1698.4	1753	1814	1733	1421	1787	66.6	67.48
Rv1044	Rv1044	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:13%	0.0057	0.999999988196707	1652.03	1539	1603	1565	1671	1894	32.5	32.51
kdpE	Rv1027c	transcriptional regulator KdpE	hypoxia_late:15%; ctl_stationary:13%	0.0052	0.999999966392728	1656.28	1610	1584	1612	1622	1861	21.1	21.24
PE15	Rv1386	PE family protein PE15	ctl_exponential:16%; acidic:12%; INDIGO_exponential:12%	0.0049	0.999999557494299	1693.68	1844	1711	1678	1466	1782	650.23	657.19
