GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_DMSO_RIF	Rv0494_DMSO_noDrug
Rv1879	Rv1879	hypothetical protein	acidic_tyloxopol:10%	0.1108	0.791778890944327	701.1	723	798	717	645	629	99.66	92.57
Rv1086	Rv1086	(2Z,6E)-farnesyl diphosphate synthase	ctl_stationary:10%	0.1095	0.775156919196486	704.45	714	803	774	647	595	192.48	178.95
Rv3040c	Rv3040c	hypothetical protein	hypoxia_late:14%	0.1234	0.879357303708712	715.79	697	730	757	691	705	80.45	74.03
ctpH	Rv0425c	metal cation transporting ATPase H	zinc_limitation:11%	0.1072	0.732709593117537	705.35	752	857	751	677	514	351.16	327.25
mpt70	Rv2875	major secreted immunogenic protein Mpt70	PBS_RIF_DDmtb:79%	0.1394	0.94080164853692	732.36	636	654	673	809	908	37.15	33.71
cydA	Rv1623c	cytochrome D ubiquinol oxidase subunit I CydA	tyloxopol:10%	0.1027	0.688853580719655	697.55	786	868	745	651	473	284.35	265.77
sigL	Rv0735	ECF RNA polymerase sigma factor SigL	PBS_RIF_DDmtb:14%; nutrient_limitation:14%	0.1326	0.915625197616254	731.59	669	719	740	715	819	65.99	60.41
argR	Rv1657	arginine repressor	hypoxia_late:31%	0.1453	0.962330268514742	721.67	772	691	706	676	766	66.55	60.24
Rv3360	Rv3360	hypothetical protein	hypoxia_late:12%; zinc_limitation:12%	0.1292	0.896308108623689	734.48	621	750	687	743	884	84.51	77.5
MT3103	MT3103	hypothetical protein	hypoxia_late:32%	0.2066	0.996220614155569	764.37	706	555	604	922	1100	25.96	22.13
prfA	Rv1299	peptide chain release factor PrfA	PBS_RIF_DDmtb:14%	0.1377	0.943101252607921	734.37	681	674	742	670	919	656.36	598.94
Rv1157c	Rv1157c	hypothetical protein	microaerophilic:11%; tyloxopol:10%	0.1092	0.776968952829274	727.04	738	882	793	695	549	452.29	420.94
pncA	Rv2043c	pyrazinamidase/nicotinamidase PncA	cholesterol:13%	0.109	0.797554376019964	714.26	737	807	762	662	612	231.18	215.05
Rv1885c	Rv1885c	chorismate mutase	acidic_tyloxopol:14%; tyloxopol:13%	0.133	0.94131328673839	726.49	708	679	789	752	707	150.54	137.45
htdZ	Rv0130	3-hydroxyl-thioester dehydratase	hypoxia_late:16%	0.1733	0.989003484310456	761.77	727	663	689	856	887	43.46	38.35
mmpS3	Rv2198c	membrane protein MmpS3	human_sputum:9%	0.1163	0.862068710465526	716.65	780	784	780	679	573	261.51	242.17
MT2837	MT2837	hypothetical protein	hypoxia_late:41%	0.1719	0.992792096926521	736.22	755	521	598	834	1026	28.56	25.29
Rv3493c	Rv3493c	Mce associated protein	hypoxia_late:13%	0.1077	0.803884764995632	713.22	747	813	718	657	638	162.67	151.47
Rv3728	Rv3728	membrane protein	nutrient_limitation:37%; PBS_RIF_DDmtb:22%; hypoxia_late:16%	0.1119	0.816190012274553	733.09	709	859	797	686	626	43.16	40.02
MT0740.1	MT0740.1	hypothetical protein	hypoxia_late:15%; ctl_stationary:15%; ctl_exponential:10%	0.1588	0.986298615066341	746.52	611	473	646	1001	1095	76.52	68.2
Rv3167c	Rv3167c	TetR family transcriptional regulator	hypoxia_late:24%; ctl_stationary:17%	0.1638	0.986221622506971	761.38	617	542	626	989	1114	8.77	7.67
vapC3	Rv0549c	ribonuclease VapC3	ctl_stationary:22%; hypoxia_late:11%	0.1279	0.938800998495905	726.82	699	645	710	750	837	93.28	85.4
Rv1158c	Rv1158c	hypothetical protein	tyloxopol:14%; hypoxia_late:11%; hypoxia_hypoxic:11%; butyrate_plus_glucose:10%	0.1448	0.959778550795352	752.04	717	717	737	660	944	361.63	328.31
Rv3657c	Rv3657c	membrane protein	hypoxia_late:50%	0.1389	0.956376110229176	743.29	677	637	676	801	946	37.11	33.7
trmU	Rv3024c	tRNA-specific 2-thiouridylase	hypoxia_late:9%	0.1056	0.786831173330118	721.09	769	847	747	663	593	155.52	145.04
Rv2306A	Rv2306A	conserved membrane protein	hypoxia_late:19%	0.1243	0.911253331399481	737.31	668	707	636	736	960	45.05	41.42
pstC2	Rv0929	phosphate ABC transporter permease PstC	hypoxia_late:18%	0.124	0.918263270468729	734.96	768	754	771	690	694	74.18	68.25
Rv3222c	Rv3222c	hypothetical protein	microaerophilic:12%	0.1039	0.766471974831381	728.02	781	871	782	680	548	581.29	543.02
Rv2100	Rv2100	hypothetical protein	hypoxia_late:16%	0.1035	0.763409052228323	732.04	779	874	809	654	566	145.43	135.82
PE_PGRS61	Rv3653	PE-PGRS family-related protein PE_PGRS61	hypoxia_late:43%	0.1402	0.952836714485868	767.43	663	703	715	811	963	32.58	29.56
smpB	Rv3100c	SsrA-binding protein	zinc_limitation:10%	0.1241	0.940900097116667	733.19	749	672	776	728	743	137.49	126.33
Rv2325c	Rv2325c	hypothetical protein	microaerophilic:10%	0.1111	0.860378386221433	744.96	773	849	806	722	589	427.78	397.6
Rv0122	Rv0122	hypothetical protein	hypoxia_late:17%; hypoxia_hypoxic:15%	0.1691	0.991482514988569	772.89	702	594	727	896	976	29.13	25.72
ephE	Rv3670	epoxide hydrolase EphE	hypoxia_late:13%	0.1171	0.897839557821835	743.19	703	735	808	727	745	82.42	76.1
aldA	Rv0768	aldehyde dehydrogenase AldA	butyrate:16%; ctl_stationary:15%; hypoxia_fatty_acids:15%; hypoxia_late:12%	0.1184	0.898932815785181	748.76	673	758	698	733	891	22.63	20.83
impA	Rv1604	inositol-monophosphatase ImpA	microaerophilic:46%	0.1207	0.929119114424021	741.61	823	801	791	704	601	308.73	285.04
MT1838.1	MT1838.1	hypothetical protein	hypoxia_late:17%	0.1626	0.991850891179014	762.19	794	626	634	805	979	41.62	37.19
deoA	Rv3314c	thymidine phosphorylase	hypoxia_late:17%	0.1092	0.847222415469153	748.33	722	821	783	705	714	77.65	72.15
Rv2813	Rv2813	hypothetical protein	hypoxia_late:70%	0.1735	0.993574728090865	774.4	710	569	735	861	1036	6.88	5.94
PPE11	Rv0453	PPE family protein PPE11	hypoxia_late:32%	0.1318	0.959274866329238	760.53	761	741	760	714	829	18.81	17.14
gid	Rv3919c	rRNA small subunit methyltransferase G	high_iron:10%	0.1449	0.966721481000981	777.61	609	671	798	765	1085	582.46	528.84
mhpE	Rv3469c	4-hydroxy-2-oxovalerate aldolase MhpE	hypoxia_late:26%; ctl_stationary:14%; PBS_RIF_DDmtb:13%	0.1273	0.940977706427832	767.45	635	697	653	843	1045	16.56	15.11
Rv2910c	Rv2910c	hypothetical protein	hypoxia_late:15%; human_sputum:15%; PBS_RIF_DDmtb:13%; ctl_stationary:12%	0.1646	0.981721758846435	815.4	560	684	924	969	988	36.39	32.43
Rv3776	Rv3776	hypothetical protein	hypoxia_late:19%	0.1036	0.807612992717779	747.86	790	897	781	682	606	111.6	104.2
fadE9	Rv0752c	acyl-CoA dehydrogenase FadE9	hypoxia_fatty_acids:30%	0.1074	0.844253006784998	752.51	732	819	812	706	698	94.15	87.61
pcd	Rv3293	piperideine-6-carboxylic acid dehydrogenase	hypoxia_late:21%	0.1186	0.937696174249238	747.86	860	797	813	687	598	105.13	97.08
MT1086	MT1086	hypothetical protein	hypoxia_late:22%; zinc_limitation:22%	0.198	0.997304568197891	802.11	686	573	723	997	1090	28.79	24.86
Rv2085	Rv2085	hypothetical protein	hypoxia_late:17%	0.1237	0.938114110240722	772.04	734	737	741	739	917	106.53	98.14
cyp142	Rv3518c	cytochrome P450 monooxygenase Cyp142	hypoxia_fatty_acids:27%	0.1021	0.810727966969526	753.79	787	878	833	684	604	148.99	139.24
ilvB2	Rv3470c	acetolactate synthase large subunit	hypoxia_late:30%; ctl_stationary:12%	0.1354	0.963837475117048	773.54	691	696	822	831	835	22.64	20.55
Rv3454	Rv3454	conserved membrane protein	PBS_RIF_DDmtb:33%	0.1089	0.8775450626874	766.36	748	834	768	723	761	63.5	59.06
MT2363	MT2363	hypothetical protein	hypoxia_late:19%	0.1216	0.920352872084376	774.68	671	756	766	756	936	48.69	44.85
cobO	Rv2849c	cob(I)alamin adenosyltransferase	microaerophilic:19%	0.113	0.896260895173703	769.31	762	840	838	738	675	270.55	251.17
Rv3626c	Rv3626c	hypothetical protein	microaerophilic:17%	0.1033	0.822967772242549	762.2	795	912	814	701	607	200.16	187.01
Rv0306	Rv0306	oxidoreductase	hypoxia_late:20%; ctl_stationary:10%	0.1453	0.979930802423679	779.26	713	638	734	864	969	22.96	20.66
hisC1	Rv1600	histidinol-phosphate aminotransferase	microaerophilic:24%	0.1003	0.807510964245457	755.68	814	910	786	694	594	207.38	194.18
eccD4	Rv3448	ESX-4 secretion system protein EccD4	hypoxia_late:44%; PBS_RIF_DDmtb:17%; ctl_stationary:11%	0.1802	0.99662061743989	793.61	863	683	707	806	922	5.23	4.46
Rv3705A	Rv3705A	hypothetical protein	hypoxia_late:12%	0.1268	0.941121757636011	780.56	665	727	663	845	1032	52.21	47.89
fbpA	Rv3804c	diacylglycerol acyltransferase/mycolyltransferase Ag85A	hypoxia_rar:13%; acidic:10%	0.1028	0.845258466677486	758.25	813	865	851	698	584	3239.03	3028.17
papA1	Rv3824c	acyltransferase PapA	acidic:17%; nutrient_limitation:14%; butyrate_plus_glucose:11%; PBS_RIF_DDmtb:11%	0.1038	0.83543503290666	763.91	777	895	839	700	624	122.21	114.12
PE_PGRS52	Rv3388	PE-PGRS family protein PE_PGRS52	hypoxia_late:39%	0.1375	0.974043272978149	775.03	812	771	832	745	718	30.59	27.79
Rv3041c	Rv3041c	ABC transporter ATP-binding protein	hypoxia_late:10%	0.1055	0.856732572023712	768.02	775	870	788	702	711	129.76	121.03
Rv1993c	Rv1993c	hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_fatty_acids:16%; hypoxia_late:12%; butyrate:12%; microaerophilic:10%	0.1167	0.918820843032971	771.96	719	769	658	774	955	128.24	118.64
Rv1337	Rv1337	integral membrane protein	zinc_limitation:9%	0.1024	0.829635064647667	766.82	793	902	835	731	592	591.24	552.92
Rv3188	Rv3188	hypothetical protein	hypoxia_late:13%; acidic_tyloxopol:11%	0.1508	0.991021369402438	777.1	817	631	694	792	973	43.82	39.43
Rv0034	Rv0034	hypothetical protein	hypoxia_late:25%; ctl_stationary:11%	0.1738	0.998066531527746	769.13	776	440	574	1033	1138	11.82	10.29
Rv2739c	Rv2739c	transferase	hypoxia_late:28%	0.1079	0.872448950838509	773	789	894	831	712	651	137.27	127.8
Rv2554c	Rv2554c	Holliday junction resolvase	microaerophilic:37%	0.1125	0.904350316942249	776.88	792	884	827	758	635	593.47	551.13
mntH	Rv0924c	divalent metal cation transporter MntH	hypoxia_late:16%	0.1137	0.904302699570137	779.01	712	825	770	746	846	36.54	33.84
MT2165.1	MT2165.1	hypothetical protein	human_sputum:32%; hypoxia_late:19%; hypoxia_hypoxic:11%	0.1748	0.998476076295269	769.39	778	382	477	1195	1214	32.71	28.64
Rv1779c	Rv1779c	integral membrane protein	hypoxia_rar:11%	0.1089	0.901369528984781	772.2	821	860	902	713	587	158.39	147.32
cobB	Rv2848c	cobyrinic acid A,C-diamide synthase	microaerophilic:13%; hypoxia_late:12%	0.1171	0.94448493730974	769.29	826	805	825	748	650	153.95	142.46
mesJ	Rv3625c	tRNA(Ile)-lysidine synthase	hypoxia_late:19%; microaerophilic:14%	0.1051	0.862514349863168	774.08	763	855	817	718	722	110.95	103.44
MT2330.1	MT2330.1	hypothetical protein	hypoxia_late:16%; hypoxia_hypoxic:10%; ctl_stationary:10%	0.1848	0.998159444862381	798.27	811	590	533	1013	1128	26.77	23.29
Rv3848	Rv3848	transmembrane protein	ctl_stationary:13%; PBS_RIF_DDmtb:13%; hypoxia_fatty_acids:11%	0.1224	0.956688112795283	776.45	816	788	796	720	764	64.97	59.87
Rv2867c	Rv2867c	GCN5-like N-acetyltransferase	microaerophilic:9%	0.1073	0.880514015002324	778.6	783	886	854	771	614	576.95	537.71
hycQ	Rv0086	hydrogenase HycQ	hypoxia_late:19%	0.1047	0.879172792021615	778.25	800	887	866	721	632	126.7	118.18
Rv0613c	Rv0613c	hypothetical protein	hypoxia_late:13%	0.1117	0.934214391365411	777.73	850	835	905	741	580	255.07	236.87
Rv1362c	Rv1362c	membrane protein	hypoxia_late:10%	0.1109	0.921998513739973	780.74	764	794	799	769	778	115.49	107.19
MT3077	MT3077	hypothetical protein	hypoxia_late:40%	0.1582	0.99387445834699	811.12	767	630	811	865	1006	35.76	32.03
mcr10	Rvnc0008	putative small regulatory RNA	microaerophilic:20%	0.1319	0.97583823390606	796.33	847	806	775	762	793	399.54	366.17
Rv0049	Rv0049	hypothetical protein	microaerophilic:8%	0.1077	0.934372473009312	771.35	866	811	857	710	627	430.59	400.75
Rv3896c	Rv3896c	hypothetical protein	hypoxia_late:11%	0.122	0.956509853928733	795.62	798	808	846	790	738	96.15	88.63
Rv1778c	Rv1778c	hypothetical protein	hypoxia_rar:10%	0.1155	0.946166203471245	782.1	796	766	807	759	783	144.8	133.99
Rv2499c	Rv2499c	oxidase regulatory-like protein	microaerophilic:24%; low_iron:16%	0.1118	0.940776555708227	795.53	784	787	802	782	823	113.34	105.17
xerD	Rv1701	tyrosine recombinase XerD	hypoxia_late:11%	0.113	0.94748997506841	790.77	846	833	847	757	678	216.02	200.51
PE33	Rv3650	PE family protein PE33	hypoxia_late:41%	0.1539	0.995425773309852	807.89	743	531	639	1052	1163	20.81	18.54
hemD	Rv0511	uroporphyrin-III C-methyltransferase	high_iron:11%	0.1012	0.858353932182186	795.98	802	945	850	779	622	1010.4	945.61
Rv2558	Rv2558	hypothetical protein	acidic:19%; hypoxia_fatty_acids:15%; microaerophilic:11%; cholesterol:11%	0.109	0.938295079043403	787.07	859	846	875	729	640	284.71	264.78
Rv2240c	Rv2240c	hypothetical protein	hypoxia_rar:11%; high_iron:10%	0.1173	0.958606495016538	792.69	822	777	878	775	716	261.14	241.32
rimM	Rv2907c	16S rRNA processing protein RimM	hypoxia_late:13%; acidic:11%	0.1054	0.900468848934177	795.77	770	839	804	763	804	141.91	132.28
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	0.1061	0.926956710435305	784.13	852	836	901	754	597	451.28	420.69
Rv1890c	Rv1890c	hypothetical protein	PBS_RIF_DDmtb:17%; ctl_stationary:15%; hypoxia_late:13%	0.1382	0.986734310196783	823.33	716	643	779	952	1062	24.42	22.1
lprQ	Rv0483	lipoprotein LprQ	zinc_limitation:14%; hypoxia_rar:11%	0.1002	0.886356625401055	795.61	853	904	918	753	577	699.86	655.32
Rv1443c	Rv1443c	hypothetical protein	zinc_limitation:7%	0.1204	0.967460278791958	806.37	818	790	848	810	767	179.47	165.39
Rv1725c	Rv1725c	hypothetical protein	hypoxia_late:13%; hypoxia_fatty_acids:10%	0.1195	0.955692912982424	822.49	726	759	764	858	1022	35.46	32.64
Rv2307c	Rv2307c	hypothetical protein	hypoxia_late:23%	0.1191	0.968045125292862	802.77	797	744	816	799	860	52.43	48.3
atsD	Rv0663	arylsulfatase AtsD	hypoxia_rar:7%	0.0955	0.848431150435193	799.3	832	949	893	747	600	138.19	129.79
tesB2	Rv2605c	acyl-CoA thioesterase TesB	tyloxopol:9%	0.0937	0.846012276000388	795.84	865	966	820	725	625	273.46	257.21
PPE37	Rv2123	PPE family protein PPE37	low_iron:34%; hypoxia_late:10%	0.1097	0.934791129619418	820.45	741	810	769	815	977	24.43	22.63
Rv1375	Rv1375	hypothetical protein	acidic_tyloxopol:21%; acidic:19%	0.1071	0.947393879498199	791.26	867	812	849	735	700	99.26	92.34
PPE45	Rv2892c	PPE family protein PPE45	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	0.1089	0.933927007927076	819.72	757	826	767	791	966	30.41	28.23
lspA	Rv1539	lipoprotein signal peptidase	microaerophilic:24%	0.1022	0.896322891302017	808.66	819	920	880	786	652	554.75	518.87
eccE3	Rv0292	ESX-3 secretion system protein EccE	microaerophilic:21%; low_iron:14%; zinc_limitation:10%	0.1082	0.946440694545932	802.91	912	922	845	749	609	397.29	370
hemZ	Rv1485	ferrochelatase	INDIGO_exponential:8%	0.1093	0.953931575578568	803.55	895	883	855	732	666	168.55	156.85
Rv1498A	Rv1498A	hypothetical protein	zinc_limitation:12%; ctl_stationary:12%	0.1405	0.990953818489461	835.12	782	687	729	933	1074	66.83	60.59
Rv1680	Rv1680	hypothetical protein	hypoxia_late:11%	0.1026	0.903213197803125	819.82	810	918	818	772	785	112.69	105.32
Rv1766	Rv1766	hypothetical protein	ctl_stationary:12%	0.1102	0.953198515604884	813.59	806	792	794	812	865	208.96	194.06
Rv0514	Rv0514	transmembrane protein	high_iron:12%	0.1101	0.955070782130041	813.27	876	885	862	770	683	777.54	723.34
Rv1456c	Rv1456c	antibiotic ABC transporter permease	hypoxia_late:16%; tyloxopol:12%	0.1101	0.960222405450954	810.66	824	782	869	803	777	102.18	94.82
mce4C	Rv3497c	Mce family protein Mce4C	butyrate_plus_glucose:8%	0.1013	0.920753251112904	808.05	861	893	898	734	668	155.4	145.29
Rv1151c	Rv1151c	NAD-dependent protein deacylase	hypoxia_late:14%	0.1093	0.944558894884377	829.23	771	814	773	836	959	57.05	52.97
Rv0201c	Rv0201c	hypothetical protein	butyrate_plus_glucose:9%	0.1013	0.895287582149633	827.55	805	930	886	787	737	287.36	268.86
Rv0713	Rv0713	transmembrane protein	PBS_RIF_DDmtb:14%	0.113	0.972718504399534	805.21	886	772	858	781	734	125.53	116.27
Rv2269c	Rv2269c	hypothetical protein	hypoxia_late:22%; ctl_stationary:10%	0.1659	0.998694327063195	829.46	842	576	600	1047	1165	16.78	14.76
typA	Rv1165	GTP-binding translation elongation factor	microaerophilic:16%; PBS_RIF_DDmtb:11%	0.1022	0.924229758450084	822.28	862	921	894	783	665	158.01	147.76
Rv2609c	Rv2609c	membrane protein	hypoxia_late:10%	0.0944	0.879193060494478	822.29	858	979	868	785	641	297.07	279.33
thiC	Rv0423c	phosphomethylpyrimidine synthase	low_iron:15%	0.0899	0.844939504265166	820.07	887	1014	872	795	568	402.94	380.03
cpsY	Rv0806c	exopolysaccharide phosphotransferase CpsY	PBS_RIF_DDmtb:12%	0.0973	0.890273191911744	833.66	828	967	923	768	697	123.5	115.86
mce4D	Rv3496c	Mce family protein Mce4D	butyrate_plus_glucose:9%	0.0973	0.907472896529558	821.03	872	942	890	764	654	177.45	166.5
lpqZ	Rv1244	lipoprotein LpqZ	hypoxia_late:15%	0.0935	0.879821647346558	824.59	856	964	895	740	684	219.47	206.44
sigE	Rv1221	ECF RNA polymerase sigma factor SigE	hypoxia_fatty_acids:15%	0.1392	0.993837692466859	839.75	877	765	800	761	1008	185.53	169.02
MT3814.1	MT3814.1	hypothetical protein	hypoxia_late:57%	0.2243	0.999826675312667	842.44	1010	372	426	1348	1347	2.1	1.44
Rv2464c	Rv2464c	DNA glycosylase	PBS_RIF_DDmtb:9%	0.0958	0.898488745368926	825.38	829	927	859	767	751	165.35	155.2
MT0835	MT0835	hypothetical protein	low_iron:14%; acidic_tyloxopol:12%	0.1147	0.977594920177937	828.12	844	753	815	832	900	467.56	432.68
fbpB	Rv1886c	diacylglycerol acyltransferase/mycolyltransferase Ag85B	tyloxopol:11%	0.106	0.953058315339833	829.4	845	844	963	842	667	646.94	603.22
lpqY	Rv1235	trehalose ABC transporter substrate-binding lipoprotein LpqY	PBS_RIF_DDmtb:12%	0.1031	0.931941680911587	838.87	839	929	867	796	768	81.49	76.13
MT3757	MT3757	hypothetical protein	hypoxia_late:38%	0.1136	0.959572529353777	854.4	774	854	819	847	985	38.97	36.07
Rv2040c	Rv2040c	sugar ABC transporter permease	hypoxia_late:13%	0.1204	0.978730911654155	846.62	827	816	841	833	918	40.71	37.53
Rv0307c	Rv0307c	hypothetical protein	ctl_stationary:9%	0.1241	0.985444037899814	846.81	807	739	801	899	1000	67.22	61.59
glnD	Rv2918c	bifunctional uridylyltransferase/uridylyl-removing enzyme	hypoxia_late:10%	0.1031	0.951284247593414	826.6	926	917	884	766	657	122.19	114.16
Rv3304	Rv3304	hypothetical protein	tyloxopol:10%	0.1143	0.977748168432296	836.83	833	757	805	846	949	84.27	77.97
rplB	Rv0704	50S ribosomal protein L2	butyrate_plus_glucose:10%	0.0925	0.882851287835584	835.08	871	998	881	817	631	1893.69	1783.04
mcr	Rv1143	alpha-methylacyl-CoA racemase	PBS_RIF_DDmtb:30%	0.0964	0.909908445206633	835.14	835	935	836	778	796	97.84	91.8
pflA	Rv3138	pyruvate formate lyase activating protein PflA	human_sputum:9%	0.0976	0.910223165543239	837.22	841	948	821	784	797	95.65	89.7
ureF	Rv1851	urease accessory protein UreF	hypoxia_late:33%	0.1281	0.9848908870608	874.27	820	872	871	884	926	50.42	46.26
esxG	Rv0287	ESAT-6 like protein EsxG	zinc_limitation:24%; cholesterol:13%; microaerophilic:12%	0.0936	0.881512136579344	843.51	868	1016	922	820	619	1892.9	1780.92
Rv1616	Rv1616	hypothetical protein	tyloxopol:8%	0.1025	0.954114655614998	827.3	928	890	888	737	706	352.98	329.95
Rv0920c	Rv0920c	transposase	hypoxia_late:17%	0.1013	0.928958597694235	846.42	809	903	834	814	874	48.83	45.61
lppY	Rv2999	lipoprotein LppY	hypoxia_late:20%	0.1163	0.972625678681688	854.51	791	809	844	866	968	33.86	31.24
Rv3707c	Rv3707c	hypothetical protein	microaerophilic:13%; hypoxia_late:11%	0.0969	0.915974039430572	840.56	836	932	828	798	812	93.85	88.01
Rv1824	Rv1824	hypothetical protein	INDIGO_exponential:9%	0.1076	0.956094341172828	853.09	766	815	824	875	994	119.97	111.52
Rv1610	Rv1610	membrane protein	hypoxia_late:18%	0.0929	0.893078917685809	844.92	870	992	911	776	692	308.49	290.36
espG3	Rv0289	ESX-3 secretion-associated protein EspG3	microaerophilic:27%; zinc_limitation:13%; cholesterol:13%	0.1085	0.96673980462477	846.93	907	919	876	838	704	1537.47	1431.48
Rv1556	Rv1556	HTH-type transcriptional regulator	hypoxia_late:18%	0.1175	0.977752768607105	868.06	785	796	744	937	1102	29.54	27.22
Rv2600	Rv2600	integral membrane protein	ctl_exponential:12%	0.0958	0.931737734742479	840.55	880	926	915	773	719	412.33	387.02
Rv3212	Rv3212	hypothetical protein	high_iron:11%	0.1053	0.961445322214308	844.24	905	916	900	827	685	887.31	828.11
Rv0441c	Rv0441c	hypothetical protein	ctl_stationary:10%	0.0951	0.909609290631463	850.47	849	971	883	794	763	319.93	300.63
Rv2280	Rv2280	dehydrogenase	microaerophilic:10%	0.1006	0.951451713987488	837.73	917	905	959	808	623	328.2	307.12
Rv1864c	Rv1864c	hypothetical protein	hypoxia_late:10%	0.1084	0.962799055907966	863.75	803	866	853	850	950	59.43	55.26
vapC7	Rv0661c	ribonuclease VapC7	hypoxia_late:44%	0.1507	0.998287755214773	867.12	848	624	763	1007	1141	17.71	15.79
gmk	Rv1389	guanylate kinase	zinc_limitation:12%	0.106	0.963647804899035	846.98	893	901	973	830	656	863.96	805.71
cobH	Rv2065	precorrin-8X methylmutase	hypoxia_late:23%	0.1101	0.972137336686133	861.99	838	869	929	859	817	157.86	146.61
Rv1034c	Rv1034c	transposase	hypoxia_late:53%; ctl_stationary:14%	0.1866	0.999720479519567	865.84	922	472	622	1201	1256	3.85	3.13
cyp135B1	Rv0568	cytochrome P450 Cyp135B1	hypoxia_hypoxic:8%	0.0876	0.877585910480261	851.51	892	1019	953	823	603	365.93	345.62
Rv1882c	Rv1882c	short-chain type dehydrogenase/reductase	INDIGO_exponential:11%	0.099	0.954241044552256	842.82	947	923	910	777	674	309.41	289.97
Rv2415c	Rv2415c	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	0.1262	0.990366698195536	885.44	756	736	860	1020	1082	23	20.95
