GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_DMSO_RIF
vapB43	Rv2871	antitoxin VapB43	ctl_stationary:25%	0.2278	0.512501289745088	564.75	431	603	636	567	599	171.78	142.05
MT0827	MT0827	hypothetical protein	hypoxia_late:34%; PBS_RIF_DDmtb:18%; ctl_stationary:11%	0.6557	0.987010893570547	551.16	956	139	415	513	1002	18.36	9.3
gca	Rv0112	GDP-mannose 4,6-dehydratase	hypoxia_rar:11%	0.2395	0.644133182172544	556.9	629	609	704	454	416	71.16	58.2
Rv0370c	Rv0370c	oxidoreductase	hypoxia_late:28%; ctl_stationary:13%; human_sputum:10%	0.3339	0.880271673861301	572.07	734	503	681	422	549	10.78	7.86
esxT	Rv3444c	ESAT-6 like protein EsxT	hypoxia_late:22%	0.2666	0.799006271197709	537.1	606	321	297	680	902	36.48	28.87
pknB	Rv0014c	serine/threonine-protein kinase PknB	tyloxopol:10%	0.1922	0.286528647392692	554.71	508	771	680	535	333	206.32	175.31
Rv0121c	Rv0121c	hypothetical protein	hypoxia_late:15%	0.2421	0.621753255962551	577.13	443	523	594	622	723	59.97	48.83
Rv0920c	Rv0920c	transposase	hypoxia_late:17%	0.2148	0.547418092440908	548.67	525	556	663	506	501	52.86	44.12
htdZ	Rv0130	3-hydroxyl-thioester dehydratase	hypoxia_late:16%	0.2607	0.76253511642357	551.53	624	480	632	490	541	82.18	66.28
espJ	Rv3878	ESX-1 secretion-associated protein EspJ	tyloxopol:8%	0.182	0.275427372100758	537.44	566	749	500	570	343	457.17	391.73
Rv3008	Rv3008	hypothetical protein	ctl_stationary:8%	0.2009	0.410043897521246	550.15	502	651	587	537	482	157.93	133.31
MT2588	MT2588	hypothetical protein	hypoxia_hypoxic:11%; human_sputum:11%; nutrient_limitation:11%	0.2681	0.761994315239468	570.73	557	462	549	584	716	95.53	76.28
Rv3896c	Rv3896c	hypothetical protein	hypoxia_late:11%	0.2055	0.420269503556096	560.78	465	665	659	531	499	98.95	83.18
Rv0225	Rv0225	hypothetical protein	zinc_limitation:11%; ctl_exponential:10%	0.1931	0.308116140548823	565.44	504	766	729	522	358	251.13	213.21
Rv2998	Rv2998	hypothetical protein	hypoxia_late:18%	0.2358	0.669826011093544	558.11	548	472	422	617	762	44.75	36.56
MT0806	MT0806	hypothetical protein	hypoxia_late:38%; human_sputum:15%	0.2591	0.74014355714388	567.29	559	464	590	546	689	42	33.62
mmpL12	Rv1522c	transmembrane transport protein MmpL12	microaerophilic:12%	0.1797	0.294084888902956	535.54	576	745	454	560	378	90.06	77.2
Rv3047c	Rv3047c	hypothetical protein	PBS_RIF_DDmtb:13%; low_iron:10%; ctl_stationary:10%	0.247	0.693730010254636	573.31	533	477	460	586	849	61.93	50.12
Rv2418c	Rv2418c	hypothetical protein	human_sputum:9%	0.1903	0.383876860500335	535.46	544	676	442	539	490	156.02	132.71
fabG2	Rv1350	3-oxoacyl-ACP reductase FabG	hypoxia_late:14%	0.2187	0.595733300028834	552.59	527	531	438	576	708	40.76	33.77
MT0910.3	MT0910.3	hypothetical protein	hypoxia_late:32%; PBS_RIF_DDmtb:23%; ctl_stationary:14%	0.5079	0.985816443586184	563.94	924	85	330	768	1105	12.15	6.87
ruvA	Rv2593c	Holliday junction ATP-dependent DNA helicase RuvA	zinc_limitation:15%; PBS_RIF_DDmtb:12%; hypoxia_late:11%	0.1834	0.355899658290288	529.9	581	697	365	556	480	241.98	207.06
mutT4	Rv3908	mutator protein MutT	tyloxopol:8%	0.1823	0.323109307984703	535.83	572	714	455	543	419	272.91	233.79
Rv2645	Rv2645	hypothetical protein	hypoxia_late:25%	0.286	0.818742185293792	586.49	627	508	756	509	550	56.86	44.62
F6	Rvnc0003	putative small regulatory RNA	low_iron:21%	0.2487	0.655145414703963	593.49	446	551	679	612	698	266.71	216.93
thyA	Rv2764c	thymidylate synthase ThyA	acidic_tyloxopol:12%	0.1821	0.339555347782604	532.6	577	709	419	545	438	241.36	206.88
MT1098	MT1098	hypothetical protein	hypoxia_late:42%; ctl_stationary:12%	0.4701	0.984153737270822	566.56	981	170	352	655	918	20.01	12.62
Rv3678A	Rv3678A	hypothetical protein	human_sputum:12%; ctl_exponential:10%	0.201	0.389093153506334	574.48	457	711	695	571	464	965.23	816.14
Rv0163	Rv0163	hypothetical protein	hypoxia_late:12%; human_sputum:12%	0.2204	0.558376285555348	578.54	488	600	610	577	623	87.97	73
Rv0799c	Rv0799c	hypothetical protein	hypoxia_late:10%	0.1848	0.350882059597601	548.49	571	737	494	530	433	166.96	142.64
Rv1571	Rv1571	hypothetical protein	hypoxia_late:32%	0.2163	0.505072194096096	587.07	473	654	691	561	569	106.7	88.8
Rv0104	Rv0104	hypothetical protein	human_sputum:11%; zinc_limitation:11%	0.2267	0.485746173514974	608.2	423	782	863	554	478	46.46	38.24
Rv0424c	Rv0424c	hypothetical protein	butyrate_plus_glucose:9%	0.1992	0.419509052889161	567.33	517	690	596	553	491	405.92	343.76
Rv2700	Rv2700	hypothetical protein	tyloxopol:10%	0.1849	0.417821220507405	534.05	586	660	332	580	545	160.66	137.32
ctaB	Rv1451	protoheme IX farnesyltransferase	INDIGO_exponential:9%	0.1901	0.323284562147498	578.18	503	770	724	588	357	464.84	395.6
fic	Rv3641c	cell filamentation protein Fic	nutrient_limitation:11%; PBS_RIF_DDmtb:10%	0.2338	0.660536867666358	585.35	540	583	645	549	613	55.38	45.52
Rv0776c	Rv0776c	hypothetical protein	hypoxia_late:22%	0.2288	0.636519599821698	583.24	506	539	544	610	730	33.46	27.41
clgR	Rv2745c	transcriptional regulator ClgR	ctl_stationary:25%; hypoxia_fatty_acids:20%; microaerophilic:11%	0.2022	0.376396546129383	598.97	461	811	840	566	386	886.09	747.16
amiD	Rv3375	amidase	hypoxia_late:15%; PBS_RIF_DDmtb:13%	0.185	0.433464023665027	537.26	598	674	299	579	582	57.5	49.02
mazE8	Rv2274A	antitoxin MazE8	human_sputum:23%; INDIGO_exponential:12%; hypoxia_rar:11%	0.2845	0.870145933856893	582.86	660	394	719	488	690	63.22	49.95
MT0726.1	MT0726.1	hypothetical protein	human_sputum:14%; hypoxia_rar:12%	0.1778	0.322675853802976	557.1	583	752	485	619	382	1541.38	1325.59
Rv2074	Rv2074	pyridoxamine 5'-phosphate oxidase	tyloxopol:11%; high_iron:10%	0.1799	0.331202927361555	560.65	585	765	497	593	396	829.92	712.79
Rv0023	Rv0023	transcriptional regulator	hypoxia_late:14%	0.2043	0.453865824277037	590.53	485	699	702	569	515	112.84	94.88
Rv1140	Rv1140	integral membrane protein	PBS_RIF_DDmtb:10%	0.1983	0.458391625251081	576.24	563	706	647	548	436	179.4	151.76
Rv3269	Rv3269	hypothetical protein	hypoxia_fatty_acids:36%; butyrate:11%	0.2183	0.516481751362143	606.75	555	812	877	534	338	1953.15	1627.9
lrpA	Rv3291c	transcriptional regulator LrpA	ctl_stationary:12%	0.2285	0.646305162895931	590.31	541	594	639	550	631	84.34	69.65
Rv1507A	Rv1507A	hypothetical protein	human_sputum:13%	0.2035	0.480678248518021	587.03	512	670	609	590	560	149.21	125.63
Rv2437	Rv2437	transmembrane protein	PBS_RIF_DDmtb:10%	0.2201	0.644578363746999	578.07	520	514	503	625	746	68.17	56.59
Rv0520	Rv0520	methyltransferase/methylase	ctl_stationary:16%; hypoxia_late:16%	0.3765	0.938166235797433	619.3	710	399	701	532	799	22.64	16.2
hab	Rv3078	hydroxylaminobenzene mutase	hypoxia_late:9%	0.2082	0.559370190826152	578.83	539	624	488	597	654	111.18	93.22
Rv1928c	Rv1928c	short-chain type dehydrogenase/reductase	ctl_stationary:14%; PBS_RIF_DDmtb:13%; hypoxia_late:11%	0.2346	0.672726655749463	599.57	526	597	747	538	602	53.96	44.33
Rv3177	Rv3177	peroxidase	hypoxia_late:16%; butyrate:12%; ctl_stationary:11%	0.2377	0.67630509908373	601.46	524	533	580	592	797	23.65	19.12
Rv3690	Rv3690	membrane protein	hypoxia_late:11%; human_sputum:11%	0.2085	0.559515463122284	588.27	578	664	619	551	534	109.74	92.02
hemZ	Rv1485	ferrochelatase	INDIGO_exponential:8%	0.1785	0.366883513958482	559.65	609	755	426	578	460	168.71	144.89
Rv2254c	Rv2254c	integral membrane protein	PBS_RIF_DDmtb:20%; ctl_stationary:18%	0.2762	0.859997619518462	598.89	631	425	759	557	649	44.89	35.71
Rv1320c	Rv1320c	adenylate cyclase	PBS_RIF_DDmtb:15%	0.1833	0.350565270099422	579.98	570	783	602	564	411	128.81	110.14
rmlC	Rv3465	dTDP-4-dehydrorhamnose 3,5-epimerase	INDIGO_exponential:15%	0.1798	0.372776496766953	565.55	593	751	453	594	462	285.74	245.15
Rv1055	Rv1055	integrase	human_sputum:11%	0.2325	0.65930756684905	608.99	532	595	571	613	744	184.35	151.71
Rv0830	Rv0830	S-adenosylmethionine-dependent methyltransferase	tyloxopol:11%	0.2061	0.496625682960848	602.02	477	681	739	572	559	85.43	71.83
ftsX	Rv3101c	cell division protein FtsX	zinc_limitation:13%	0.1911	0.444024707110069	578.69	515	644	676	585	485	187.35	159.62
MT3041.1	MT3041.1	hypothetical protein	hypoxia_late:21%	0.2724	0.822227564281322	614.16	619	467	624	616	763	26.54	20.86
MTS2873	MTS2873	small intergenic RNA	butyrate:18%; acidic_tyloxopol:13%; butyrate_plus_glucose:10%	0.1994	0.534525374748515	586.6	554	657	506	602	620	386.11	326.27
Rv3064c	Rv3064c	integral membrane protein	hypoxia_late:12%	0.2456	0.781323119645378	590.92	602	432	404	679	904	32.53	26.22
Rv2324	Rv2324	AsnC family transcriptional regulator	hypoxia_fatty_acids:22%; ctl_stationary:13%; hypoxia_late:11%	0.2302	0.711317724154344	592.48	573	494	440	666	827	46.81	38.38
fadE3	Rv0215c	acyl-CoA dehydrogenase fadE3	hypoxia_late:12%; PBS_RIF_DDmtb:10%	0.198	0.564293626271917	574.87	590	622	368	596	732	39.25	33.03
MT3290.2	MT3290.2	hypothetical protein	hypoxia_hypoxic:14%; hypoxia_rar:12%; PBS_RIF_DDmtb:10%	0.2419	0.703173426431916	619.26	489	568	810	635	616	335.21	274.22
Rv1513	Rv1513	hypothetical protein	hypoxia_late:11%	0.1972	0.41477065225372	602.85	507	758	746	575	459	186.89	158.04
PE3	Rv0159c	PE family protein PE3	hypoxia_late:19%	0.2	0.509184945761133	595.15	530	671	603	583	593	44.69	37.59
Rv0067c	Rv0067c	transcriptional regulator	hypoxia_late:12%; PBS_RIF_DDmtb:11%; ctl_stationary:11%	0.2729	0.834957964215411	619.27	661	557	793	525	578	42.26	33.46
trpS	Rv3336c	tryptophan--tRNA ligase	INDIGO_exponential:10%	0.1735	0.377444089614297	562.8	626	732	412	623	453	245.75	212.02
MT0762.1	MT0762.1	hypothetical protein	hypoxia_late:48%; PBS_RIF_DDmtb:11%	0.4831	0.99062075721972	600.46	1015	142	333	762	1082	8.52	4.79
uspC	Rv2318	sugar ABC transporter substrate-binding lipoprotein UspC	hypoxia_late:25%; ctl_stationary:11%	0.2258	0.686764892269758	601.01	564	558	474	603	834	15.09	12.25
Rv0841	Rv0841	transmembrane protein	nutrient_limitation:24%; PBS_RIF_DDmtb:14%; ctl_stationary:12%	0.3192	0.937695171978946	603.24	755	286	367	727	1043	17.84	13.12
MT2721	MT2721	hypothetical protein	hypoxia_fatty_acids:13%; PBS_RIF_DDmtb:11%	0.2503	0.798421764167888	602.82	604	428	444	687	913	31.89	25.57
MT0694	MT0694	hypothetical protein	human_sputum:16%; hypoxia_late:11%; ctl_stationary:10%	0.2785	0.870072560044095	615.89	657	375	451	709	975	39.1	30.59
Rv1567c	Rv1567c	membrane protein	hypoxia_late:9%	0.2766	0.871781754872992	610.45	717	482	648	518	707	60.37	47.65
Rv3635	Rv3635	transmembrane protein	hypoxia_late:22%; PBS_RIF_DDmtb:10%	0.1916	0.478130878114029	595.36	558	734	574	568	552	44.72	37.86
Rv2699c	Rv2699c	hypothetical protein	ctl_stationary:15%; hypoxia_fatty_acids:14%	0.2163	0.608262624238845	632.1	592	747	811	563	477	321.89	268.35
topA	Rv3646c	DNA topoisomerase I	high_iron:10%	0.1726	0.33112792232589	593.26	600	805	581	645	377	227.09	195.78
Rv3714c	Rv3714c	hypothetical protein	zinc_limitation:16%; hypoxia_late:14%	0.1922	0.528259095215752	593.58	574	686	496	611	609	77.51	65.78
Rv1048c	Rv1048c	hypothetical protein	hypoxia_fatty_acids:28%; hypoxia_late:12%	0.2146	0.647506400174697	610.77	553	615	526	618	754	25.39	20.99
recF	Rv0003	DNA replication/repair protein RecF	hypoxia_late:13%; human_sputum:12%	0.1887	0.421397532355479	608.89	531	759	686	615	475	148.13	126.1
ksgA	Rv1010	rRNA small subunit methyltransferase A	zinc_limitation:11%	0.1735	0.366739286582806	590.86	616	807	525	630	412	377.83	325.83
mmpL4	Rv0450c	transmembrane transport protein MmpL4	tyloxopol:15%	0.1805	0.360611096894745	611.13	580	845	683	600	393	141.05	120.88
Rv2119	Rv2119	hypothetical protein	hypoxia_late:12%; zinc_limitation:12%	0.192	0.513692948719628	604.72	567	716	560	607	580	92.38	78.43
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	0.2537	0.828590210258074	622.83	648	442	565	632	864	32.76	26.23
vapB25	Rv0277A	hypothetical protein	tyloxopol:11%; butyrate_plus_glucose:10%	0.1855	0.389685252240672	634.35	550	847	801	620	407	1296.85	1107.57
MT2950	MT2950	hypothetical protein	human_sputum:12%	0.2017	0.55160505980276	643.55	535	746	753	626	573	656.36	553.7
Rv2577	Rv2577	hypothetical protein	hypoxia_late:26%; ctl_stationary:16%	0.2207	0.693469817772072	644.71	561	637	613	636	787	13.92	11.34
rpsT	Rv2412	30S ribosomal protein S20	zinc_limitation:26%	0.1837	0.392073178969265	633.07	556	825	796	637	402	1508.44	1289.76
acs	Rv3667	acetyl-CoAsynthetase	hypoxia_late:8%	0.175	0.432481002815343	595.99	636	776	487	601	502	80.8	69.5
mbtK	Rv1347c	lysine N-acetyltransferase MbtK	low_iron:23%; human_sputum:11%	0.2462	0.795163994403959	652.42	605	604	752	627	680	38.56	31.14
Rv2774c	Rv2774c	hypothetical protein	human_sputum:16%	0.2655	0.885659700564256	629.37	782	587	789	487	533	80.71	64.54
Rv1573	Rv1573	phage protein	hypoxia_late:50%	0.2712	0.875216847951542	652.83	684	455	615	672	873	29.21	22.95
PPE12	Rv0755c	PPE family protein PPE12	hypoxia_late:12%	0.1846	0.467952909843265	620.96	569	748	714	591	500	84.12	71.92
rpmB1	Rv0105c	50S ribosomal protein L28	hypoxia_late:44%; ctl_stationary:14%	0.4221	0.995290956088545	596.98	1119	97	202	899	1202	4.17	2.19
MT0859	MT0859	hypothetical protein	hypoxia_late:29%; PBS_RIF_DDmtb:20%; ctl_stationary:17%	0.5421	0.995230927716087	639.56	1087	133	511	671	1118	8.16	4.08
MT3207	MT3207	hypothetical protein	hypoxia_late:42%; ctl_stationary:13%; microaerophilic:12%; PBS_RIF_DDmtb:11%	0.5063	0.997094082860898	600.13	1181	63	254	886	1189	7.73	4.07
Rv3294c	Rv3294c	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	0.2455	0.866992031604126	617.17	713	468	740	523	666	28.95	23.43
vapC40	Rv2596	ribonuclease VapC40	tyloxopol:10%	0.2015	0.64458941716972	631.52	562	618	591	652	742	102.18	86.25
moaD1	Rv3112	molybdenum cofactor biosynthesis protein MoaD	hypoxia_late:56%; ctl_stationary:13%	0.3288	0.965934042729063	651.09	817	293	517	720	1044	18.17	13.28
Rv3643	Rv3643	hypothetical protein	hypoxia_late:39%; ctl_stationary:15%	0.3772	0.986886174840103	648.38	942	208	366	819	1187	13.58	9.15
gltS	Rv2992c	glutamate--tRNA ligase	high_iron:11%; tyloxopol:10%	0.1716	0.394776756313187	609.16	646	820	540	638	435	211.55	182.62
MT1839.1	MT1839.1	hypothetical protein	hypoxia_late:25%; acidic_tyloxopol:11%; hypoxia_rar:10%	0.5092	0.994629725938643	658.44	1094	203	541	701	976	10.51	5.8
vapB26	Rv0581	antitoxin VapB26	ctl_exponential:12%; ctl_stationary:11%	0.1972	0.532278939886584	673.06	536	835	852	647	531	608.06	514.13
Rv0146	Rv0146	S-adenosylmethionine-dependent methyltransferase	PBS_RIF_DDmtb:13%; low_iron:11%	0.1714	0.404820328609554	616.09	644	814	559	641	451	270.24	233.14
MT3958	MT3958	hypothetical protein	hypoxia_late:12%	0.2047	0.706904423818547	621.27	633	567	384	694	883	131.4	110.34
mbtA	Rv2384	bifunctional salicyl-AMP ligase/salicyl-S-ArCP synthetase	hypoxia_late:39%; low_iron:19%	0.2501	0.787849802111325	694.99	611	742	857	581	701	9.54	7.5
Rv0988	Rv0988	hypothetical protein	hypoxia_late:13%; PBS_RIF_DDmtb:11%; human_sputum:10%	0.1846	0.512698943295641	643.52	584	787	697	606	557	97.39	83.21
serU	Rvnt45	tRNA-Ser	hypoxia_late:20%; PBS_RIF_DDmtb:12%	0.3234	0.967998141204245	659.01	832	320	462	779	1038	53.55	40.13
PE14	Rv1214c	PE family protein PE14	hypoxia_late:14%	0.2114	0.721363776150553	647.69	630	629	589	633	764	108.87	90.93
MT0608	MT0608	hypothetical protein	microaerophilic:8%	0.1776	0.485912937719905	622.17	641	780	533	628	544	261.87	225.05
Rv2660c	Rv2660c	hypothetical protein	hypoxia_fatty_acids:26%; ctl_stationary:11%; acidic_tyloxopol:10%	0.2665	0.865808761248377	694.14	610	628	936	665	655	136.96	109.87
Rv3060c	Rv3060c	GntR family transcriptional regulator	hypoxia_fatty_acids:12%	0.177	0.459077273016483	634.53	614	818	625	631	504	107.96	92.63
alaT	Rvnt02	tRNA-Ala	hypoxia_late:17%; tyloxopol:16%	0.335	0.982814400118512	650.71	907	217	331	848	1252	35.78	26.02
mmaA3	Rv0643c	methoxy mycolic acid synthase MmaA3	acidic_tyloxopol:9%	0.174	0.443600244065184	638.84	620	831	651	648	470	268.46	231.3
Rv3090	Rv3090	hypothetical protein	hypoxia_late:22%; PBS_RIF_DDmtb:17%; ctl_stationary:10%	0.2625	0.909042351937962	654.45	764	485	708	558	785	15.19	11.99
kdpE	Rv1027c	transcriptional regulator KdpE	hypoxia_late:15%; ctl_stationary:13%	0.2182	0.813789686967563	641.74	701	516	389	732	942	21.64	17.79
MT0895	MT0895	hypothetical protein	hypoxia_late:13%	0.3168	0.976614888570497	660.85	883	307	395	790	1110	22.82	16.86
Rv3189	Rv3189	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:11%; ctl_stationary:11%	0.2141	0.746230247916539	662.59	601	588	566	725	854	38.04	31.59
Rv0073	Rv0073	glutamine ABC transporter ATP-binding protein	ctl_exponential:11%; INDIGO_exponential:11%; acidic:11%	0.1699	0.427643923533703	646.09	635	852	674	675	431	386.26	333.64
Rv3092c	Rv3092c	integral membrane protein	high_iron:12%	0.1824	0.482819056897502	680.76	582	877	850	650	487	205.79	175.88
ethR	Rv3855	HTH-type transcriptional repressor EthR	nutrient_limitation:15%; INDIGO_exponential:13%	0.1963	0.667260206531399	653.05	628	677	522	684	767	61.09	51.56
hadC	Rv0637	(3R)-hydroxyacyl-ACP dehydratase subunit HadC	INDIGO_exponential:11%	0.1613	0.417436062585864	617.99	700	838	439	708	455	1039.68	904.82
Rv1371	Rv1371	membrane protein	hypoxia_late:50%; ctl_stationary:16%	0.3653	0.966886989293102	735.13	768	540	1110	516	817	3.13	1.9
parD2	Rv2142A	antitoxin ParD2	hypoxia_fatty_acids:11%; ctl_stationary:10%	0.2076	0.737574081180016	659.13	639	633	730	651	645	297.8	250.35
echA12	Rv1472	enoyl-CoA hydratase EchA12	hypoxia_rar:10%	0.1691	0.453671591296994	645.28	650	830	618	674	479	316.42	273.53
pbpA	Rv0016c	penicillin-binding protein PbpA	high_iron:8%	0.1672	0.432623166087056	646.17	656	858	627	673	450	226.2	195.73
Rv0488	Rv0488	amino acid transporter	hypoxia_late:21%; ctl_stationary:17%	0.3013	0.950093476096521	699.3	822	561	794	595	745	18.02	13.66
MT1285	MT1285	hypothetical protein	tyloxopol:10%	0.2139	0.777141805492634	666.75	622	564	527	746	909	191.99	160.2
aftC	Rv2673	alpha-(1->3)-arabinofuranosyltransferase	hypoxia_late:11%	0.2166	0.725109734336869	705.81	642	837	924	639	524	72.86	60.51
aftA	Rv3792	arabinofuranosyltransferase	hypoxia_late:18%	0.1947	0.617790012888243	692.92	673	881	893	621	449	104.78	88.63
mpr18	Rvnc0018	fragment of putative small regulatory RNA	hypoxia_late:19%; zinc_limitation:13%	0.3484	0.981745503261208	710.49	861	299	513	838	1228	34.74	25.01
nadD	Rv2421c	nicotinate-nucleotide adenylyltransferase	hypoxia_late:10%	0.1961	0.604451175022306	704.99	565	829	842	676	634	109.28	92.31
Rv3216	Rv3216	acetyltransferase	INDIGO_exponential:8%	0.1833	0.576915876221859	666.97	617	790	653	663	619	176.61	150.93
Rv0895	Rv0895	diacyglycerol O-acyltransferase	hypoxia_late:38%; ctl_stationary:11%; human_sputum:10%	0.1991	0.698141570932628	681.6	608	694	617	681	818	20.63	17.23
udgA	Rv0322	UDP-glucose 6-dehydrogenase UdgA	hypoxia_late:19%; ctl_stationary:15%	0.2602	0.911105407298169	690.66	758	602	847	589	674	12.43	9.75
fadD34	Rv0035	fatty-acid--CoA ligase FadD34	hypoxia_late:14%; human_sputum:12%	0.1845	0.5496829838504	690.98	589	860	823	642	567	62.06	52.88
Rv0193c	Rv0193c	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:12%; ctl_stationary:11%; human_sputum:11%	0.1836	0.627263873927628	659.2	667	767	495	649	736	25.63	21.76
PE16	Rv1430	PE family protein PE16	hypoxia_late:12%; ctl_stationary:11%	0.1772	0.551953955193134	676.72	653	854	654	654	583	64.2	55.04
Rv2568c	Rv2568c	hypothetical protein	hypoxia_late:10%	0.1988	0.702152460549891	687.63	652	741	792	646	615	71.98	60.75
fabG1	Rv1483	3-oxoacyl-ACP reductase FabG	hypoxia_rar:14%; zinc_limitation:10%	0.1669	0.506847693679434	651.47	663	796	599	697	519	350.47	303.79
vapC48	Rv3697c	ribonuclease VapC48	hypoxia_late:8%	0.173	0.593284969165177	650.94	678	753	467	686	691	198.09	170.83
lppP	Rv2330c	lipoprotein LppP	hypoxia_late:19%	0.3057	0.981793988753744	687.08	900	325	561	699	1083	10.29	7.54
Rv1251c	Rv1251c	hypothetical protein	hypoxia_late:19%	0.1639	0.451672422292175	659.02	682	874	635	668	468	88.86	77.01
mutT2	Rv1160	8-oxo-dGTP diphosphatase	hypoxia_late:18%	0.2014	0.743908187508422	683.08	655	641	519	722	907	68.14	57.17
PPE7	Rv0354c	PPE family protein PPE7	ctl_stationary:13%; microaerophilic:10%	0.1985	0.748802047822733	665.28	662	591	760	643	676	122.16	103.43
Rv3510c	Rv3510c	hypothetical protein	hypoxia_late:15%	0.1843	0.626369254519118	684.21	623	774	644	682	703	78.69	67.09
MT0573.1	MT0573.1	hypothetical protein	ctl_stationary:18%; hypoxia_late:14%	0.303	0.977615142031812	698.11	904	359	585	719	1030	54.38	41.47
Rv3603c	Rv3603c	hypothetical protein	hypoxia_rar:11%	0.1822	0.537455758498946	710.09	596	905	873	685	530	166.31	142.08
Rv2044c	Rv2044c	hypothetical protein	hypoxia_late:13%; ctl_stationary:10%	0.2992	0.959883509446718	721.83	825	473	687	726	943	22.75	17.22
MT1190	MT1190	hypothetical protein	cholesterol:16%	0.2524	0.864358028842223	734.53	705	819	913	508	761	825.47	669.79
MT0868	MT0868	hypothetical protein	hypoxia_late:20%; microaerophilic:13%	0.2738	0.948308468786898	700.91	781	404	570	814	1019	65.88	51.89
nucS	Rv1321	endonuclease NucS	PBS_RIF_DDmtb:9%	0.1898	0.60037953056655	713.12	621	911	921	653	507	250.76	213.08
Rv0912	Rv0912	transmembrane protein	high_iron:9%	0.1899	0.667970101653232	688.7	587	710	668	729	756	120.64	102.56
Rv1645c	Rv1645c	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:10%	0.1808	0.637712438328233	679.97	637	740	631	690	705	65.64	56.16
Rv2644c	Rv2644c	hypothetical protein	PBS_RIF_DDmtb:11%	0.2262	0.877045444872391	678.45	754	487	417	840	980	39.16	32.13
