GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_ATC_noDrug
sugB	Rv1237	sugar ABC transporter permease SugB	PBS_RIF_DDmtb:11%	0.1671	0.945586506826373	662.05	687	764	724	585	562	113.73	100.24
MTS1850	MTS1850	small intergenic RNA	acidic:16%; cholesterol:13%; nutrient_limitation:12%	0.2111	0.980643979059875	704.08	668	812	907	462	714	7716.15	6603.4
Rv1927	Rv1927	hypothetical protein	tyloxopol:10%	0.1685	0.945655481157404	671.76	676	786	738	601	570	118.21	104.19
PE_PGRS2	Rv0124	PE-PGRS family protein PE_PGRS2	hypoxia_late:43%	0.1755	0.948641539318607	689.28	628	746	695	609	776	21.35	18.6
aprA	Rv2395A	acid and phagosome regulated protein AprA	acidic:18%; cholesterol:15%; nutrient_limitation:13%	0.2117	0.980167448061637	709.22	657	822	915	474	720	11075.6	9474.3
sppA	Rv0724	protease IV SppA	cholesterol:11%; zinc_limitation:10%	0.1267	0.789498630358232	639	690	883	461	722	487	647.38	588.14
hemY	Rv2677c	protoporphyrinogen oxidase	hypoxia_late:16%	0.1796	0.96652485064652	670.24	854	895	824	499	371	230.3	201.27
Rv1586c	Rv1586c	phage integrase	hypoxia_fatty_acids:36%; butyrate:12%	0.1439	0.888573681583284	649.25	585	690	530	723	731	59.3	53.12
Rv0801	Rv0801	hypothetical protein	ctl_exponential:10%	0.1801	0.956715053594473	694.95	606	729	899	656	605	191.51	167.41
panC	Rv3602c	pantothenate synthetase	hypoxia_late:10%	0.1557	0.916513348297383	680.12	693	870	756	599	511	166.81	148.23
Rv1498c	Rv1498c	methyltransferase	zinc_limitation:11%	0.1806	0.969830141110654	661.33	647	639	869	649	525	182.64	159.95
Rv0625c	Rv0625c	transmembrane protein	hypoxia_late:25%	0.1954	0.977933970477746	694.44	755	803	908	578	474	121.9	105.21
MT0598	MT0598	hypothetical protein	hypoxia_hypoxic:23%; ctl_stationary:12%	0.2224	0.993057145549563	691.39	753	504	696	652	880	92.04	78.38
echA17	Rv3039c	enoyl-CoA hydratase EchA17	hypoxia_late:19%	0.162	0.899652325468726	708.27	574	868	758	681	677	91.45	80.72
ggtB	Rv2394	gamma-glutamyltranspeptidase precursor GgtB	PBS_RIF_DDmtb:11%	0.1288	0.820237580067168	640.62	658	826	494	729	526	230.62	209.14
MT0416	MT0416	hypothetical protein	hypoxia_late:16%; ctl_stationary:12%; hypoxia_hypoxic:12%	0.2333	0.994344436665313	702.18	771	450	459	873	1059	67.16	55.67
MT3954	MT3954	hypothetical protein	hypoxia_late:40%; ctl_stationary:17%; PBS_RIF_DDmtb:15%	0.4448	0.999852358094343	696.68	1041	111	470	1114	1164	4.64	2.37
mbtK	Rv1347c	lysine N-acetyltransferase MbtK	low_iron:23%; human_sputum:11%	0.2042	0.984937213518583	702.42	709	655	772	648	732	38.56	32.89
MT0835	MT0835	hypothetical protein	low_iron:14%; acidic_tyloxopol:12%	0.1651	0.956005932316275	674.84	741	752	652	595	641	700.81	619.88
trmD	Rv2906c	tRNA (guanine-N1)-methyltransferase	hypoxia_late:9%	0.1478	0.893321912453134	688.46	596	797	621	717	721	117.28	104.9
mcr7	Rvnc0014	putative small regulatory RN	acidic:15%; cholesterol:13%; nutrient_limitation:12%	0.2077	0.982565225701164	721.26	697	832	913	481	723	6872.25	5895.46
PPE24	Rv1753c	PPE family protein PPE24	hypoxia_late:28%; human_sputum:13%; ctl_stationary:10%	0.1374	0.860794675298978	671.24	630	837	593	677	632	42.97	38.65
pyrB	Rv1380	aspartate carbamoyltransferase	hypoxia_late:18%; zinc_limitation:10%	0.1561	0.915556087715088	700.34	502	679	719	804	823	57.67	51
Rv3349c	Rv3349c	transposase	hypoxia_late:36%	0.1868	0.976204732772281	693.52	684	662	627	708	792	35.52	30.63
valT	Rvnt31	tRNA-Val	human_sputum:15%; hypoxia_late:13%	0.252	0.996656541312589	721.66	790	490	693	760	911	78.22	64.46
vapB39	Rv2530A	antitoxin VapB39	INDIGO_exponential:12%; hypoxia_late:10%	0.1569	0.935121096874468	692.05	646	751	587	711	774	224.95	200.04
pimB	Rv2188c	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	acidic_tyloxopol:14%; hypoxia_late:12%	0.1471	0.90119854091853	682.24	619	793	522	726	771	52.14	46.57
Rv0095c	Rv0095c	hypothetical protein	hypoxia_late:22%; zinc_limitation:16%; ctl_stationary:10%	0.2109	0.989186995703053	710	783	645	737	620	773	42.92	36.56
mbtG	Rv2378c	L-lysine N6-monooxygenase	low_iron:38%; human_sputum:13%	0.1516	0.903062022394996	697.48	604	819	603	703	772	42.46	37.75
vapC20	Rv2549c	ribonuclease VapC20	PBS_RIF_DDmtb:15%	0.1784	0.96804128314465	697.28	703	735	766	623	664	117.55	102.92
Rv3185	Rv3185	transposase	hypoxia_late:22%; ctl_stationary:18%	0.1831	0.966501175858274	714.45	666	723	663	682	846	21.67	18.74
MT3974.1	MT3974.1	hypothetical protein	human_sputum:12%	0.17	0.96716276124197	682.85	784	765	668	598	610	190.66	167.56
Rv0457c	Rv0457c	peptidase	hypoxia_late:18%; human_sputum:11%; ctl_stationary:10%	0.162	0.954519969398177	689.83	754	811	698	613	586	45.59	40.19
Rv0584	Rv0584	glycosidase	hypoxia_late:19%; human_sputum:11%	0.1839	0.966746873245947	721.11	692	882	875	596	589	19.75	17.06
glgP	Rv1328	glycogen phosphorylase	ctl_exponential:9%	0.1252	0.819197249744602	660	695	879	506	750	509	282.19	256.52
MT3014	MT3014	hypothetical protein	hypoxia_late:13%; hypoxia_rar:10%	0.185	0.980092379641422	693.38	671	534	497	821	1005	97.92	84.8
Rv2355	Rv2355	transposase	hypoxia_late:22%; ctl_stationary:18%	0.1868	0.972347322995621	713.1	678	728	681	664	820	22.04	19
Rv2003c	Rv2003c	hypothetical protein	hypoxia_hypoxic:18%; cholesterol:15%	0.1651	0.943442787500314	710.83	612	749	754	686	759	50.08	44.24
Rv2729c	Rv2729c	integral membrane protein	microaerophilic:17%; hypoxia_fatty_acids:11%	0.1447	0.907415032157667	689.07	624	780	666	691	689	103.61	93
Rv1012	Rv1012	hypothetical protein	hypoxia_late:25%	0.2097	0.991277865519963	718.61	706	480	566	885	1025	30.19	25.53
Rv0634A	Rv0634A	hypothetical protein	ctl_exponential:18%; acidic:10%	0.1556	0.919753427668513	718.08	685	953	901	619	486	1059.86	943.18
Rv0396	Rv0396	hypothetical protein	hypoxia_late:29%; human_sputum:12%; ctl_stationary:10%	0.2592	0.998741693380391	704.32	856	371	553	937	903	12.75	10.15
PE_PGRS9	Rv0746	PE-PGRS family protein PE_PGRS9	hypoxia_late:40%	0.1305	0.859925479255607	686.7	682	898	565	684	626	76.63	69.31
Rv2897c	Rv2897c	hypothetical protein	hypoxia_late:36%; microaerophilic:17%; PBS_RIF_DDmtb:11%	0.194	0.982816463118295	728.18	661	697	815	706	767	16.39	13.95
serT	Rvnt44	tRNA-Ser	zinc_limitation:34%; hypoxia_late:10%; hypoxia_hypoxic:10%	0.2305	0.996422015504793	727.9	837	644	731	709	725	214.15	178.71
Rv2360c	Rv2360c	hypothetical protein	INDIGO_exponential:8%	0.1413	0.90407352795596	698.48	653	817	507	745	795	176.93	158.92
pks10	Rv1660	chalcone synthase	nutrient_limitation:17%; PBS_RIF_DDmtb:16%; hypoxia_late:12%	0.14	0.891983599750356	703.66	638	843	637	718	692	98.34	88.46
MT2370	MT2370	hypothetical protein	hypoxia_late:37%; ctl_stationary:12%	0.5557	0.999711324551199	798.97	1150	495	760	670	1006	12.29	6.9
Rv3035	Rv3035	hypothetical protein	hypoxia_late:13%	0.133	0.861032864772459	702.97	672	934	656	679	596	186.18	168.23
lysU	Rvnt30	tRNA-Lys	hypoxia_hypoxic:24%; hypoxia_late:18%; hypoxia_rar:13%; human_sputum:11%	0.248	0.998380663441314	729.55	874	456	511	884	1011	65.2	53.66
Rv2879c	Rv2879c	conserved hypothetical protein	PBS_RIF_DDmtb:12%	0.1308	0.857915072745967	706.11	677	931	679	707	561	503.45	456.11
Rv2826c	Rv2826c	hypothetical protein	microaerophilic:27%	0.1496	0.918162015072013	728.19	588	801	678	778	809	64.56	57.59
Rv2179c	Rv2179c	3'-5' exoribonuclease	hypoxia_late:14%; PBS_RIF_DDmtb:11%	0.2089	0.990151652076588	759.49	637	659	906	772	841	36.41	30.94
Rv0755A	Rv0755A	transposase	acidic_tyloxopol:14%; human_sputum:11%; acidic:10%	0.1908	0.984747939874189	745.65	777	769	762	668	755	157.44	136.26
MT2418	MT2418	hypothetical protein	hypoxia_late:15%; ctl_stationary:13%	0.2354	0.997570629468533	748.25	830	453	721	830	962	28.56	23.66
Rv3114	Rv3114	hypothetical protein	hypoxia_late:22%; ctl_stationary:18%	0.2652	0.99830429081779	765.6	785	408	940	832	938	8.7	6.76
Rv3611	Rv3611	hypothetical arginine and proline rich protein	PBS_RIF_DDmtb:22%; nutrient_limitation:11%	0.1637	0.970763167088645	712.32	694	700	713	738	717	91.62	80.71
Rv0976c	Rv0976c	hypothetical protein	microaerophilic:58%; hypoxia_late:14%	0.169	0.975248152527269	719.55	769	771	661	663	738	22.42	19.61
vapB45	Rv3181c	antitoxin VapB45	hypoxia_late:24%; ctl_stationary:11%	0.1969	0.991544828302093	740.28	780	608	622	798	916	32.76	28.02
MT0968.1	MT0968.1	hypothetical protein	microaerophilic:14%	0.1489	0.927957645537927	732.1	635	810	633	764	831	210.4	188.07
MT1232	MT1232	hypothetical protein	human_sputum:10%; acidic_tyloxopol:10%	0.1902	0.988998503124864	734.88	643	528	574	962	1039	60.42	51.8
qcrB	Rv2196	ubiquinol-cytochrome C reductase cytochrome subunit B	INDIGO_exponential:11%; tyloxopol:11%; microaerophilic:10%	0.1218	0.858966611142248	696.94	715	873	554	781	587	1552.71	1415.77
Rv3637	Rv3637	transposase	PBS_RIF_DDmtb:25%; hypoxia_late:24%; ctl_stationary:18%	0.2291	0.998441357965753	728.13	915	353	380	1049	1156	6.15	4.82
arcA	Rv1001	arginine deiminase	ctl_stationary:9%	0.1363	0.895456975207351	731.11	590	827	732	784	734	124.21	111.69
vapC30	Rv0624	ribonuclease VapC30	PBS_RIF_DDmtb:11%	0.1799	0.976384393942346	757.54	739	876	882	680	628	168.86	147.05
Rv3643	Rv3643	hypothetical protein	hypoxia_late:39%; ctl_stationary:15%	0.3352	0.999708374928575	781.98	1017	440	578	975	1004	13.58	9.89
MT3536	MT3536	hypothetical protein	hypoxia_late:18%	0.1865	0.986464902890007	750.63	776	725	784	683	788	270.46	235.43
yidC	Rv3921c	membrane protein insertase YidC	high_iron:10%	0.1236	0.857108365138186	715.58	730	944	615	780	542	1001.12	911.66
MT2600.1	MT2600.1	hypothetical protein	hypoxia_late:24%; tyloxopol:12%	0.2643	0.998766019914594	769.07	922	593	610	838	918	24.65	19.87
Rv3126c	Rv3126c	hypothetical protein	hypoxia_late:16%; ctl_stationary:15%; hypoxia_hypoxic:15%	0.3948	0.99943045754558	840.41	1226	739	751	695	840	8.23	5.24
PE_PGRS5	Rv0297	PE-PGRS family protein PE_PGRS5	acidic:16%; low_iron:10%	0.1411	0.919513007901496	735.87	736	948	823	697	512	235.11	211.12
Rv0843	Rv0843	dehydrogenase	hypoxia_late:22%; ctl_stationary:11%	0.1699	0.97968429870126	733.81	782	734	647	699	813	30.82	27.01
katG	Rv1908c	catalase-peroxidase	zinc_limitation:35%	0.1236	0.868129905658212	707.25	698	862	636	793	567	552.33	502.92
plsB2	Rv2482c	glycerol-3-phosphate acyltransferase	zinc_limitation:8%	0.1255	0.872947725558775	721.16	710	921	655	746	594	127.04	115.42
PE_PGRS27	Rv1450c	PE-PGRS family protein PE_PGRS27	hypoxia_late:51%	0.1496	0.938878716739714	751.16	681	933	802	671	685	17.5	15.51
Rv1671	Rv1671	membrane protein	hypoxia_late:18%; ctl_stationary:11%	0.2153	0.997623828929932	747.56	807	461	558	946	1053	22.64	18.84
Rv1842c	Rv1842c	hypothetical protein	zinc_limitation:8%	0.1305	0.898379839624319	724.03	733	912	704	727	565	235.75	213.37
Rv2825c	Rv2825c	hypothetical protein	hypoxia_late:14%; microaerophilic:11%; cholesterol:11%	0.1597	0.969877227443298	741.59	813	869	769	642	630	134.79	119.42
Rv3103c	Rv3103c	hypothetical protein	hypoxia_late:14%	0.1527	0.952359768202008	751.46	603	731	712	856	872	128.03	113.51
MT2779	MT2779	hypothetical protein	human_sputum:14%; hypoxia_fatty_acids:13%	0.1504	0.955732316892706	746.32	786	908	898	673	507	1479.66	1322.55
PPE23	Rv1706c	PPE family protein PPE23	hypoxia_late:24%; human_sputum:11%	0.1675	0.968994879036502	767.36	618	747	749	837	901	24.7	21.51
Rv0371c	Rv0371c	hypothetical protein	hypoxia_late:53%; ctl_stationary:12%	0.2705	0.999394170269218	764.54	857	331	864	851	1038	5.71	4.32
Rv1856c	Rv1856c	oxidoreductase	human_sputum:9%	0.1259	0.870622272813962	736.05	722	981	675	754	577	546.03	496.15
echA12	Rv1472	enoyl-CoA hydratase EchA12	hypoxia_rar:10%	0.1251	0.8783781299523	730.92	719	943	616	766	633	316.42	287.47
Rv2649	Rv2649	transposase	hypoxia_late:22%; ctl_stationary:18%	0.1776	0.978100042967262	769.8	712	788	729	732	895	21.57	18.7
Rv3187	Rv3187	transposase	hypoxia_late:22%; ctl_stationary:18%	0.1783	0.978124355036232	771.98	724	804	741	737	858	21.67	18.8
aroF	Rv2540c	chorismate synthase	microaerophilic:26%	0.1444	0.948512523946011	748.14	833	993	849	655	469	484.96	434.88
MT3149.1	MT3149.1	hypothetical protein	hypoxia_late:25%; ctl_stationary:10%	0.2336	0.998621161177601	760.69	872	397	429	1082	1214	15.31	12.27
Rv0731c	Rv0731c	S-adenosylmethionine-dependent methyltransferase	hypoxia_late:16%	0.1586	0.973530824618921	747.58	812	853	811	660	617	102.52	90.83
mmpL9	Rv2339	transmembrane transport protein MmpL9	human_sputum:9%	0.1504	0.957669927293464	755.38	801	962	927	641	499	97.94	87.38
Rv3466	Rv3466	hypothetical protein	hypoxia_late:16%; ctl_stationary:11%	0.1844	0.991717717089602	755.48	870	770	767	633	747	50.26	43.55
hpx	Rv3171c	non-heme haloperoxidase Hpx	butyrate:12%; cholesterol:11%	0.1501	0.964313142248869	748.67	760	852	843	721	584	330.04	294.09
Rv2372c	Rv2372c	rRNA small subunit methyltransferase E	PBS_RIF_DDmtb:11%; microaerophilic:10%	0.1351	0.924339959145602	745.46	660	830	804	763	678	250.11	225.59
Rv0365c	Rv0365c	hypothetical protein	hypoxia_late:14%	0.1591	0.970637936949083	759.95	750	849	833	713	663	95.7	84.51
Rv0393	Rv0393	hypothetical protein	hypoxia_late:33%	0.1512	0.954294301318677	767.72	723	913	768	724	719	59.57	53.03
Rv2723	Rv2723	integral membrane protein	hypoxia_late:11%	0.1498	0.953953262714419	764.51	700	844	774	716	793	46.18	41.22
emrB	Rv0783c	multidrug resistance protein EmrB	hypoxia_late:10%	0.1366	0.924488487514851	750.63	773	963	808	676	563	136.8	123.3
Rv0146	Rv0146	S-adenosylmethionine-dependent methyltransferase	PBS_RIF_DDmtb:13%; low_iron:11%	0.1261	0.886013758177975	750.32	728	985	680	755	627	270.24	245.43
MT3102	MT3102	hypothetical protein	hypoxia_late:59%	0.4499	0.999930086001998	800.68	1115	171	571	1392	1143	9.11	5.21
fadD29	Rv2950c	long-chain-fatty-acid--AMP ligase FadD29	INDIGO_exponential:14%; hypoxia_rar:12%	0.1262	0.88048322613329	759.23	679	961	778	814	590	825.73	750.56
trpD	Rv2192c	anthranilate phosphoribosyltransferase	microaerophilic:28%; hypoxia_late:12%	0.1358	0.893742599760926	777.98	689	1047	874	728	591	212.06	191.18
Rv3081	Rv3081	hypothetical protein	ctl_stationary:14%; hypoxia_late:13%	0.1331	0.936206198068972	735.26	708	781	509	813	897	48.35	43.65
lppZ	Rv3006	lipoprotein LppZ	zinc_limitation:11%	0.1227	0.88520313514051	738.53	745	920	650	775	621	289.37	263.7
celA2b	Rv1090	cellulase celA2b	hypoxia_late:19%; ctl_stationary:13%; PBS_RIF_DDmtb:13%	0.2044	0.993503475864753	806.55	608	588	1143	845	913	34.27	29.32
uvrC	Rv1420	excinuclease ABC subunit UvrC	ctl_stationary:9%	0.1261	0.886311677480876	757.83	704	976	775	756	602	170.26	154.64
Rv1895	Rv1895	zinc-binding alcohol dehydrogenase	hypoxia_fatty_acids:15%; ctl_stationary:13%; PBS_RIF_DDmtb:11%	0.1365	0.939315156134858	754.15	727	851	520	803	902	44.43	39.98
rpoC	Rv0668	DNA-directed RNA polymerase subunit beta'	PBS_RIF_DDmtb:21%; nutrient_limitation:19%	0.1459	0.971685984891633	735.99	705	654	947	771	624	1248.05	1119.97
MT1775	MT1775	hypothetical protein	nutrient_limitation:42%; cholesterol:23%	0.1695	0.975538178258083	797.95	583	778	1119	857	701	334.15	294.57
echA15	Rv2679	enoyl-CoA hydratase EchA15	hypoxia_late:13%	0.1413	0.945010821080093	766.72	758	916	770	731	669	154.49	138.85
nuoN	Rv3158	NADH-quinone oxidoreductase subunit N	high_iron:13%; butyrate_plus_glucose:10%	0.1267	0.907161305175501	753.75	744	926	763	782	575	361.36	328.02
icd1	Rv3339c	isocitrate dehydrogenase	INDIGO_exponential:10%	0.1407	0.954742096974353	756.07	820	929	834	688	541	217.87	195.96
MT0506	MT0506	hypothetical protein	hypoxia_late:18%; microaerophilic:14%; ctl_stationary:12%	0.2811	0.99979733964254	784.15	1111	319	386	1230	1163	23.74	18.3
plsB1	Rv1551	acyltransferase PlsB	hypoxia_late:28%; ctl_stationary:12%; human_sputum:10%	0.1547	0.960490887456058	805.41	662	859	715	835	975	13.41	11.76
MT2007	MT2007	hypothetical protein	hypoxia_fatty_acids:15%; zinc_limitation:10%	0.2005	0.997177699206112	785.6	865	565	568	929	1066	70.21	59.9
mazE1	Rv0456B	antitoxin MazE1	ctl_stationary:14%; hypoxia_late:12%	0.2141	0.9982081848589	789	821	472	683	997	1047	52.44	44.05
Rv3605c	Rv3605c	hypothetical protein	microaerophilic:36%	0.1312	0.917901666805274	771.67	718	939	639	796	782	234.83	212.4
esxQ	Rv3017c	ESAT-6 like protein EsxQ	hypoxia_late:21%	0.1906	0.995696714774956	788.19	853	567	525	1005	1072	23.3	19.92
Rv2799	Rv2799	membrane protein	butyrate:9%	0.1343	0.920754579837854	788.39	629	891	786	839	810	190.32	171.33
pks17	Rv1663	polyketide synthase	hypoxia_late:24%; human_sputum:12%	0.1357	0.951405480746463	761.99	714	773	609	805	927	29.21	26.31
idi	Rv1745c	isopentenyl-diphosphate delta-isomerase	ctl_exponential:8%	0.1503	0.970502535831071	782	763	880	822	748	703	167.98	149.58
MT3959	MT3959	hypothetical protein	ctl_exponential:13%	0.1341	0.938014534001663	776.18	752	918	743	768	708	776.38	700.81
Rv2437	Rv2437	transmembrane protein	PBS_RIF_DDmtb:10%	0.1542	0.981492833453096	771.64	696	646	648	899	1002	68.17	60.47
Rv1692	Rv1692	phosphatase	hypoxia_late:16%	0.1548	0.975403662468227	794.97	849	989	911	689	574	160.57	142.7
glyV	Rvnt27	tRNA-Gly	hypoxia_late:20%; human_sputum:11%	0.2845	0.999516006204657	854.25	1104	742	840	675	943	68.22	53.76
Rv2658c	Rv2658c	prophage protein	ctl_stationary:18%; hypoxia_fatty_acids:17%; hypoxia_late:12%	0.1915	0.99402143432435	825.48	804	759	842	846	879	58.47	50.19
MT3275.1	MT3275.1	hypothetical protein	hypoxia_late:25%; ctl_stationary:18%	0.1491	0.965191687470677	802.62	757	890	714	773	887	23.59	20.97
mycP5	Rv1796	membrane-anchored mycosin MycP	low_iron:7%	0.1137	0.885529794987591	758.54	811	986	551	882	608	522.07	478.64
MT0692.1	MT0692.1	hypothetical protein	hypoxia_late:15%	0.1406	0.962768757010722	786.89	713	762	619	887	979	116.57	104.91
Rv0064	Rv0064	transmembrane protein	microaerophilic:23%	0.1389	0.961076703552496	778.6	850	974	868	693	546	85.58	76.98
Rv2304c	Rv2304c	hypothetical protein	hypoxia_late:13%; PBS_RIF_DDmtb:10%	0.1956	0.995667177657074	830.21	701	574	796	1002	1140	51.01	43.38
Rv1597	Rv1597	hypothetical protein	low_iron:9%	0.1356	0.949318861683497	785.23	716	872	850	799	697	249.8	224.95
mshC	Rv2130c	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	microaerophilic:8%	0.1304	0.933557263176331	792.2	781	992	826	749	634	187.27	169.48
sseB	Rv2291	thiosulfate sulfurtransferase SseB	INDIGO_exponential:10%	0.1231	0.91653529007325	772.83	686	857	759	864	707	292.69	266.49
Rv3851	Rv3851	membrane protein	hypoxia_late:13%; PBS_RIF_DDmtb:11%	0.1728	0.992383310580637	800.01	917	884	837	678	699	198.4	173.77
pks7	Rv1661	polyketide synthase	hypoxia_late:29%	0.1243	0.937128806860837	764.32	734	806	803	816	668	43.8	39.77
ctpA	Rv0092	cation transporter ATPase A	hypoxia_late:15%	0.1311	0.934945249571461	793.5	746	954	832	774	675	97.71	88.23
Rv1337	Rv1337	integral membrane protein	zinc_limitation:9%	0.1179	0.898755923852761	770.15	794	982	607	852	646	497.35	454.58
MT3994	MT3994	hypothetical protein	human_sputum:20%	0.1413	0.964110639501017	795.45	675	755	674	911	987	321.21	288.43
ctaE	Rv2193	cytochrome C oxidase subunit III	tyloxopol:16%; INDIGO_exponential:12%	0.1261	0.94139543391607	769.41	731	796	846	842	642	1344.85	1223.38
Rv1889c	Rv1889c	conserved hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_late:12%	0.1837	0.993798580754476	822.2	817	737	820	777	969	46.37	40.3
vapB18	Rv2545	antitoxin VapB18	hypoxia_late:33%; PBS_RIF_DDmtb:16%	0.2287	0.999262724258883	808.64	945	465	614	969	1154	18.43	15.06
acpA	Rv0033	acyl carrier protein AcpA	hypoxia_late:24%; ctl_stationary:11%	0.2073	0.998797963280243	801.1	934	545	534	1004	1077	27	22.75
Rv2630	Rv2630	hypothetical protein	microaerophilic:20%; hypoxia_hypoxic:12%	0.1649	0.990356956894457	805.26	835	777	877	734	807	70.37	62.32
Rv3092c	Rv3092c	integral membrane protein	high_iron:12%	0.1467	0.97484491173508	798.4	910	1009	887	672	559	205.79	184.12
Rv0986	Rv0986	adhesion component ABC transporter ATP-binding protein	ctl_stationary:22%; PBS_RIF_DDmtb:16%; hypoxia_late:14%	0.1728	0.993026578700006	810.64	919	881	893	690	687	65.9	57.81
Rv1152	Rv1152	transcriptional regulator	hypoxia_fatty_acids:17%	0.1517	0.978447437570302	808.58	743	836	937	800	735	343.71	305.68
Rv1116	Rv1116	hypothetical protein	hypoxia_late:13%	0.1896	0.996291708406008	826.9	725	631	1037	881	891	93.61	81.09
Rv1140	Rv1140	integral membrane protein	PBS_RIF_DDmtb:10%	0.1401	0.969313183345813	793.44	839	935	809	740	658	179.4	161.29
rodA	Rv0017c	cell division protein RodA	tyloxopol:13%	0.149	0.977644691921957	803.77	808	899	942	744	644	103.98	92.95
Rv0476	Rv0476	transmembrane protein	hypoxia_fatty_acids:12%	0.1438	0.973634233060614	798.5	898	984	873	694	579	693.18	622.06
Rv1584c	Rv1584c	phage protein	ctl_stationary:10%; nutrient_limitation:10%	0.1595	0.986914311712809	812.5	834	825	799	759	847	186.93	165.63
phoH1	Rv2368c	phosphate starvation-inducible protein PhoH	acidic_tyloxopol:8%	0.1312	0.93746427949875	814.32	795	1049	917	752	595	322.38	291.81
gmk	Rv1389	guanylate kinase	zinc_limitation:12%	0.121	0.894619765901594	811.79	764	1091	838	827	580	1503.47	1370.91
Rv1977	Rv1977	hypothetical protein	ctl_stationary:11%	0.1383	0.965408755637463	803.86	717	824	697	876	917	56.69	50.8
tmk	Rv3247c	thymidylate kinase	PBS_RIF_DDmtb:33%; nutrient_limitation:12%	0.1262	0.923501163664311	816.56	749	1003	798	809	737	240.7	218.65
Rv3475	Rv3475	transposase	hypoxia_late:22%; ctl_stationary:18%	0.167	0.988511519996852	834.5	829	861	789	783	914	21.82	19.1
hycE	Rv0087	formate hydrogenase HycE	hypoxia_late:21%	0.1604	0.987683384224237	824.69	889	955	867	712	715	42.82	37.78
