GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_noDrug	Rv1473A_DMSO_noDrug
Rv0329c	Rv0329c	hypothetical protein	hypoxia_fatty_acids:34%; hypoxia_late:14%	0.0582	0.999981708918924	1464.16	1557	1572	1354	1406	1438	46.82	45.3
Rv1993c	Rv1993c	hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_fatty_acids:16%; hypoxia_late:12%; butyrate:12%; microaerophilic:10%	0.0588	0.999988910089136	1422.38	1312	1476	1374	1425	1530	135.49	130.85
Rv1372	Rv1372	alpha-pyrone synthesis polyketide synthase-like protein	hypoxia_late:18%; human_sputum:12%; ctl_stationary:11%	0.0838	0.999991071499838	1526.16	1675	2030	1393	1208	1389	21.05	19.97
PPE18	Rv1196	PPE family protein PPE18	acidic:16%	0.0472	0.999993926825017	1300.67	979	861	1661	1490	1627	1942.85	1894.25
vapC3	Rv0549c	ribonuclease VapC3	ctl_stationary:22%; hypoxia_late:11%	0.0673	0.999983185247791	1505.03	1699	1767	1355	1320	1412	90.52	86.99
Rv0078B	Rv0078B	hypothetical protein	human_sputum:16%	0.0719	0.999988182887633	1505.61	1605	1897	1431	1227	1409	480.57	461.07
PE_PGRS48	Rv2853	PE-PGRS family protein PE_PGRS48	hypoxia_late:29%	0.0484	0.9999810128127	1408.84	1366	1417	1435	1445	1382	50.49	49.17
Rv3675	Rv3675	membrane protein	acidic:13%	0.046	0.99997148022144	1420.99	1450	1451	1399	1442	1364	242.93	237.02
Rv3312c	Rv3312c	hypothetical protein	hypoxia_late:11%	0.0514	0.999979850798535	1444.33	1443	1541	1392	1446	1402	56.22	54.66
acn	Rv1475c	iron-regulated aconitate hydratase	INDIGO_exponential:10%	0.0662	0.999979263688783	1520.26	1722	1921	1413	1267	1328	369.77	356.01
Rv0565c	Rv0565c	monooxygenase	ctl_stationary:13%; hypoxia_late:13%; PBS_RIF_DDmtb:11%	0.0615	0.99997912571855	1505.32	1723	1744	1371	1321	1395	29.6	28.55
prrA	Rv0903c	two component transcriptional regulator PrrA	cholesterol:11%	0.048	0.999969816955874	1452.08	1479	1649	1426	1449	1270	337.56	329.11
Rv1035c	Rv1035c	transposase	hypoxia_late:60%	0.0641	0.999995332880433	1417.82	1321	1246	1470	1485	1580	15.98	15.45
ephE	Rv3670	epoxide hydrolase EphE	hypoxia_late:13%	0.0468	0.999977164198061	1430.7	1411	1514	1442	1441	1348	88.06	85.93
gcvT	Rv2211c	aminomethyltransferase	tyloxopol:11%	0.0449	0.999974622007289	1427.48	1459	1452	1467	1477	1287	182.67	178.49
pheU	Rvnt13	tRNA-Phe	hypoxia_late:31%; zinc_limitation:12%	0.0776	0.999997140640705	1474.16	1435	1384	1417	1476	1667	46.77	44.92
ureF	Rv1851	urease accessory protein UreF	hypoxia_late:33%	0.0522	0.999993493100618	1363.99	1219	1125	1521	1448	1533	48.42	47.09
umaA	Rv0469	mycolic acid synthase UmaA	nutrient_limitation:16%; human_sputum:16%	0.0464	0.999966985454709	1457.34	1583	1578	1440	1488	1214	368.79	360.01
Rv1632c	Rv1632c	hypothetical protein	human_sputum:14%	0.0486	0.999984192328042	1421.5	1482	1319	1489	1429	1392	264.1	257.43
Rv1597	Rv1597	hypothetical protein	low_iron:9%	0.0457	0.999967537007577	1451.65	1532	1591	1446	1450	1251	270.08	263.79
sodC	Rv0432	superoxide dismutase	tyloxopol:14%; high_iron:10%	0.042	0.999968392469735	1428.62	1408	1527	1473	1527	1220	400.96	392.56
moeW	Rv2338c	molybdopterin biosynthesis protein MoeW	hypoxia_late:15%	0.0511	0.999982622779724	1449.39	1629	1366	1423	1402	1434	86.05	83.62
lprC	Rv1275	lipoprotein LprC	tyloxopol:9%	0.0472	0.999977081007055	1447.29	1439	1575	1443	1438	1346	302.79	295.28
cobH	Rv2065	precorrin-8X methylmutase	hypoxia_late:23%	0.0497	0.999993100984337	1364.27	1208	1119	1557	1447	1519	137.36	133.77
PPE45	Rv2892c	PPE family protein PPE45	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	0.0517	0.99999063711568	1406.7	1322	1261	1429	1500	1531	30.74	29.84
wbbL1	Rv3265c	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	human_sputum:9%	0.0433	0.999974030003941	1435.54	1500	1445	1482	1483	1274	218.17	213.42
PE_PGRS39	Rv2340c	PE-PGRS family protein PE_PGRS39	hypoxia_late:14%	0.0485	0.99998651179656	1419.77	1383	1342	1448	1459	1469	99.75	97.07
cfp2	Rv2376c	low molecular weight antigen MTB12	tyloxopol:10%; INDIGO_exponential:10%	0.0463	0.999988898069172	1398.16	1240	1297	1532	1518	1416	522.31	509.94
Rv3337	Rv3337	conserved hypothetical protein	low_iron:17%	0.0515	0.999993258086998	1394.26	1271	1191	1505	1504	1518	148.74	144.59
bioD	Rv1570	ATP-dependent dethiobiotin synthetase BioD	hypoxia_late:27%	0.0467	0.999990067624011	1401.44	1293	1266	1527	1451	1480	149.18	145.53
MTS1850	MTS1850	small intergenic RNA	acidic:16%; cholesterol:13%; nutrient_limitation:12%	0.0488	0.999996293557343	1360.64	1123	1107	1624	1435	1558	3503.29	3412.88
eccA2	Rv3884c	ESX-2 secretion system protein EccA	hypoxia_late:10%; ctl_exponential:10%	0.0448	0.999969596139523	1478.43	1562	1653	1428	1486	1277	152.67	149.1
coaE	Rv1631	dephospho-CoA kinase CoaE	high_iron:9%	0.0461	0.999989021520414	1414.26	1348	1298	1545	1470	1417	771.63	753.22
mmpL12	Rv1522c	transmembrane transport protein MmpL12	microaerophilic:12%	0.0427	0.999971897040752	1468.05	1622	1490	1479	1530	1234	93.97	91.93
Rv1151c	Rv1151c	NAD-dependent protein deacylase	hypoxia_late:14%	0.0514	0.999989987402253	1446.18	1444	1338	1452	1503	1497	54.42	52.93
mycP3	Rv0291	membrane-anchored mycosin MycP	microaerophilic:42%; zinc_limitation:12%	0.0502	0.999991521460507	1428.33	1393	1259	1513	1513	1472	737.22	717.44
fbiC	Rv1173	FO synthase	PBS_RIF_DDmtb:7%	0.0407	0.999976534255497	1450.03	1481	1453	1524	1538	1263	559.81	548.49
Rv0499	Rv0499	hypothetical protein	hypoxia_late:14%	0.0456	0.999991039824816	1402.72	1284	1242	1562	1460	1479	125.73	122.77
PPE37	Rv2123	PPE family protein PPE37	low_iron:34%; hypoxia_late:10%	0.0575	0.999995638763726	1433.79	1326	1252	1490	1536	1579	18.84	18.22
ctpG	Rv1992c	cation transporter ATPase G	PBS_RIF_DDmtb:30%; butyrate:11%	0.0496	0.999983880119937	1488.4	1539	1602	1433	1444	1428	65.57	63.77
Rv1148c	Rv1148c	hypothetical protein	zinc_limitation:23%; hypoxia_late:12%	0.0605	0.999982428497643	1544.51	1743	1896	1430	1304	1390	66.02	63.78
Rv3778c	Rv3778c	aminotransferase	zinc_limitation:13%	0.0447	0.999990179940467	1405.69	1300	1250	1568	1497	1426	248.34	242.66
trpD	Rv2192c	anthranilate phosphoribosyltransferase	microaerophilic:28%; hypoxia_late:12%	0.0453	0.999991938944722	1396.66	1250	1208	1566	1496	1482	181.45	177.16
kstR2	Rv3557c	HTH-type transcriptional regulator KstR2	human_sputum:40%	0.0544	0.99998881567481	1491.67	1561	1442	1390	1522	1547	91.82	88.91
Rv1831	Rv1831	hypothetical protein	low_iron:7%	0.0479	0.999974566280749	1509.32	1658	1728	1434	1427	1319	681.2	664.18
ndkA	Rv2445c	nucleoside diphosphate kinase	tyloxopol:9%	0.0432	0.999982978624786	1451.97	1429	1460	1509	1494	1370	278.57	272.55
Rv3312A	Rv3312A	pilin	butyrate:14%; acidic_tyloxopol:14%; butyrate_plus_glucose:12%	0.0513	0.99999720954464	1389.7	1170	1083	1576	1545	1622	82.07	79.77
mmpL13a	Rv1145	transmembrane transport protein	PBS_RIF_DDmtb:22%; hypoxia_late:18%; ctl_stationary:10%	0.0536	0.999991279315865	1472.12	1462	1391	1312	1599	1608	14.48	14
Rv3268	Rv3268	hypothetical protein	high_iron:10%	0.0427	0.999976730736854	1481.53	1617	1509	1506	1515	1272	426.07	416.95
Rv2148c	Rv2148c	hypothetical protein	hypoxia_late:10%	0.0475	0.999983779874347	1489.12	1546	1592	1472	1456	1384	177.94	173.52
MT3770	MT3770	hypothetical protein	tyloxopol:14%	0.0428	0.999982077320263	1468.94	1471	1507	1512	1508	1350	166.99	163.43
MT1077	MT1077	hypothetical protein	hypoxia_fatty_acids:44%	0.063	0.999995956484387	1487.55	1535	1409	1410	1453	1637	45.48	43.96
argA	Rv2747	L-glutamate alpha-N-acetyltranferase	hypoxia_late:11%; human_sputum:11%	0.0457	0.999983050565617	1482.76	1505	1562	1422	1495	1432	123.09	120.17
Rv0519c	Rv0519c	membrane protein	hypoxia_late:16%	0.0454	0.999980963720087	1494.05	1527	1652	1485	1458	1356	125.87	122.97
PPE7	Rv0354c	PPE family protein PPE7	ctl_stationary:13%; microaerophilic:10%	0.058	0.999991031790933	1505.35	1498	1702	1466	1375	1495	175.57	169.9
Rv2648	Rv2648	transposase	hypoxia_late:34%; ctl_stationary:17%	0.0582	0.999992751209786	1495.7	1564	1426	1328	1551	1619	30.37	29.4
Rv1491c	Rv1491c	TVP38/TMEM64 family membrane protein	human_sputum:15%	0.0474	0.999984055837782	1494.21	1531	1607	1478	1489	1371	179.6	175.23
ileS	Rv1536	isoleucine--tRNA ligase	acidic:20%; PBS_RIF_DDmtb:17%; acidic_tyloxopol:13%; nutrient_limitation:10%	0.0523	0.999979088481499	1540.65	1766	1790	1454	1394	1329	140.23	136.28
espF	Rv3865	ESX-1 secretion-associated protein EspF	microaerophilic:10%	0.0462	0.999973991302913	1516.92	1670	1738	1451	1452	1295	726.52	709.22
Rv3325	Rv3325	transposase	hypoxia_late:34%; ctl_stationary:17%	0.0568	0.999993252066634	1490.03	1495	1440	1351	1572	1599	30.5	29.56
Rv1732c	Rv1732c	hypothetical protein	butyrate:10%	0.0559	0.999984485514145	1536.28	1690	1795	1455	1341	1424	188.06	182.3
Rv2401	Rv2401	hypothetical protein	PBS_RIF_DDmtb:10%	0.0556	0.999995203657952	1470.81	1492	1303	1522	1455	1590	73.55	71.52
rpmA	Rv2441c	50S ribosomal protein L27	acidic:10%	0.0418	0.999975032285096	1502.97	1574	1677	1487	1506	1285	817.66	800.71
MT2367	MT2367	hypothetical protein	acidic_tyloxopol:9%	0.0529	0.99998952315022	1508.21	1645	1439	1367	1528	1570	78.3	75.95
opcA	Rv1446c	OXPP cycle protein OpcA	human_sputum:11%	0.0429	0.99998153598468	1500.4	1579	1547	1444	1514	1421	174.54	170.55
secG	Rv1440	protein-export membrane protein SecG	ctl_exponential:13%	0.0455	0.999990254330023	1466.2	1400	1418	1519	1509	1487	200.41	195.93
Rv1823	Rv1823	hypothetical protein	hypoxia_late:10%	0.0396	0.999981998401538	1474.75	1372	1594	1447	1535	1431	101.14	99.13
Rv0192A	Rv0192A	conserved secreted protein	acidic:11%; hypoxia_late:10%	0.0428	0.999976382669606	1511.46	1641	1643	1459	1526	1302	447.24	437.7
phoP	Rv0757	two component system response transcriptional positive regulator PhoP	hypoxia_fatty_acids:8%	0.0413	0.999984327000784	1480.08	1467	1485	1471	1557	1422	282.15	276.06
Rv0965c	Rv0965c	hypothetical protein	hypoxia_late:12%	0.0458	0.999991034539055	1469.76	1398	1402	1480	1534	1538	117.24	114.46
csm2	Rv2822c	CRISPR type III-associated protein Csm2	hypoxia_late:17%; human_sputum:16%	0.0597	0.999997958981313	1478.48	1340	1423	1550	1457	1631	56.16	54.2
Rv3850	Rv3850	hypothetical protein	acidic:12%	0.0433	0.999986003469125	1490.2	1572	1432	1474	1516	1459	169.1	165.25
ksgA	Rv1010	rRNA small subunit methyltransferase A	zinc_limitation:11%	0.0445	0.999991906797096	1451.3	1430	1272	1578	1521	1465	292.65	286.05
MT3520	MT3520	hypothetical protein	acidic_tyloxopol:17%; butyrate_plus_glucose:14%; tyloxopol:14%; butyrate:14%; low_iron:13%	0.0498	0.999995174079979	1468.35	1483	1233	1498	1539	1603	197.19	192.12
htdY	Rv3389c	3-hydroxyacyl-thioester dehydratase HtdY	ctl_exponential:11%	0.0395	0.999985727209266	1469.55	1432	1448	1554	1577	1343	348.52	341.76
eccC3	Rv0284	ESX-3 secretion system protein EccC3	microaerophilic:32%; zinc_limitation:13%; low_iron:11%	0.0413	0.999983475488677	1491.76	1594	1462	1530	1549	1331	402.68	394.38
vapC24	Rv0240	ribonuclease VapC24	low_iron:12%	0.0432	0.999990137371157	1469.65	1426	1389	1537	1525	1474	213.92	209.29
serC	Rv0884c	phosphoserine aminotransferase	zinc_limitation:11%	0.0418	0.999977892986906	1512.58	1567	1695	1492	1498	1323	147.74	144.66
PEP0077	PEP0077	Small peptide in vicinity of Rv0581	ctl_stationary:12%; hypoxia_late:12%	0.0689	0.999995743579215	1554.74	1621	1792	1477	1366	1534	160.84	154.68
Rv2477c	Rv2477c	macrolide ABC transporter ATP-binding protein	zinc_limitation:14%	0.0388	0.99997876087895	1500.99	1499	1638	1540	1575	1267	348.79	342.27
Rv2449c	Rv2449c	trans-acting enoyl reductase	hypoxia_late:8%	0.0523	0.999989432887316	1523.86	1529	1730	1504	1403	1463	153.61	149.24
desA1	Rv0824c	acyl-ACP desaturase DesA	hypoxia_hypoxic:10%; INDIGO_exponential:10%	0.0369	0.999965501375045	1511.5	1631	1667	1528	1601	1161	4071.49	4000.09
PPE15	Rv1039c	PPE family protein PPE15	hypoxia_late:32%; human_sputum:15%	0.0484	0.999991606340705	1493.62	1357	1590	1420	1548	1560	16.36	15.93
Rv2370c	Rv2370c	hypothetical protein	hypoxia_late:29%; human_sputum:10%	0.0507	0.999992911033069	1494.06	1526	1415	1510	1479	1542	17.93	17.46
Rv0030	Rv0030	hypothetical protein	hypoxia_late:10%; acidic_tyloxopol:10%	0.0527	0.99999074192225	1520.35	1534	1599	1408	1524	1540	59.18	57.55
Rv0111	Rv0111	transmembrane acyltransferase	hypoxia_late:18%; human_sputum:13%	0.0462	0.999982863752492	1527.03	1724	1571	1493	1507	1352	72.33	70.63
Rv2975c	Rv2975c	hypothetical protein	hypoxia_late:15%	0.0448	0.999990487269358	1489.99	1536	1377	1507	1541	1492	282.24	275.71
thiO	Rv0415	thiamine biosynthesis oxidoreductase ThiO	hypoxia_late:14%; low_iron:13%	0.0472	0.999989461435417	1513.35	1545	1534	1458	1554	1477	53.44	52.1
MTS0903	MTS0903	small intergenic RNA	acidic_tyloxopol:11%	0.0429	0.999983143742274	1520.28	1549	1693	1476	1487	1404	104.48	102.22
amiB2	Rv1263	amidase AmiB	hypoxia_late:24%; ctl_stationary:12%	0.0476	0.999987730142012	1525.88	1563	1621	1400	1499	1551	24.62	23.96
Rv0412c	Rv0412c	membrane protein	hypoxia_hypoxic:8%	0.0542	0.999988213648769	1564.49	1673	1863	1511	1385	1415	339.1	329.26
rimJ	Rv0995	ribosomal-protein-alanine acetyltransferase RimJ	hypoxia_late:10%	0.0427	0.999997081590637	1414.93	1203	1141	1636	1537	1597	186.94	182.85
Rv0774c	Rv0774c	hypothetical protein	hypoxia_late:10%	0.0407	0.999986746948761	1501.36	1517	1522	1553	1553	1366	160.89	157.71
Rv1403c	Rv1403c	methyltransferase	ctl_stationary:16%; hypoxia_late:13%	0.0592	0.999994774911115	1542.2	1576	1672	1491	1416	1562	42.2	40.77
Rv1825	Rv1825	hypothetical protein	INDIGO_exponential:9%	0.0471	0.999986161522114	1535.2	1616	1679	1445	1465	1478	118.84	115.78
MT3952	MT3952	hypothetical protein	hypoxia_late:22%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	0.0515	0.999999942563344	1350.27	1211	625	1671	1561	1896	36.51	35.34
mraZ	Rv2166c	transcriptional regulator MraZ	hypoxia_hypoxic:14%	0.0396	0.999985288879096	1511.89	1504	1593	1563	1584	1324	686.54	673.45
MT2803.1	MT2803.1	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:12%	0.0633	0.999998776087388	1516.47	1588	1217	1372	1714	1725	41.28	39.62
PE_PGRS36	Rv2098c	PE-PGRS family protein	hypoxia_late:52%	0.0475	0.999996269426518	1498.96	1437	1328	1551	1594	1594	18.69	18.21
Rv2018	Rv2018	hypothetical protein	acidic:9%	0.0562	0.999994897313596	1554.41	1489	1779	1536	1430	1549	57.79	56.04
Rv2778c	Rv2778c	hypothetical protein	INDIGO_exponential:11%	0.0417	0.999990536481766	1507	1575	1390	1573	1560	1442	281.19	275.44
Rv3186	Rv3186	transposase	hypoxia_late:33%; ctl_stationary:17%	0.0541	0.999994715834578	1542.82	1634	1493	1362	1566	1669	30.45	29.55
amiC	Rv2888c	amidase AmiC	PBS_RIF_DDmtb:9%	0.0365	0.999984224239478	1509.44	1455	1623	1583	1591	1307	422.66	415.39
PPE23	Rv1706c	PPE family protein PPE23	hypoxia_late:24%; human_sputum:11%	0.0447	0.999993218767672	1503.66	1436	1463	1456	1558	1609	22.73	22.18
Rv2651c	Rv2651c	prophage protease	microaerophilic:16%; cholesterol:13%; nutrient_limitation:12%	0.0577	0.999992103499852	1590.63	1745	1858	1464	1397	1513	100.45	97.21
Rv3627c	Rv3627c	hypothetical protein	microaerophilic:16%	0.0412	0.999981527821719	1556.26	1688	1718	1502	1555	1334	221.77	217.16
pyrR	Rv1379	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	zinc_limitation:10%	0.0412	0.999994640334283	1481.11	1265	1398	1596	1614	1548	145.29	142.44
cyp140	Rv1880c	cytochrome P450 Cyp140	ctl_exponential:8%	0.0459	0.999990850111206	1529.13	1422	1731	1548	1501	1453	254.87	248.79
Rv0826	Rv0826	hypothetical protein	hypoxia_fatty_acids:27%; human_sputum:21%	0.06	0.999995180207665	1579.42	1661	1780	1496	1412	1561	28.34	27.34
cysW	Rv2398c	sulfate ABC transporter permease CysW	nutrient_limitation:23%; PBS_RIF_DDmtb:21%	0.0478	0.999992749390163	1528.37	1660	1457	1541	1472	1516	86.73	84.57
csm4	Rv2820c	CRISPR type III-associated RAMP protein Csm4	hypoxia_late:16%	0.0541	0.999996680204297	1530.88	1419	1566	1543	1512	1618	41.82	40.51
MT1025.3	MT1025.3	hypothetical protein	cholesterol:12%; zinc_limitation:10%	0.0433	0.999992720203346	1510.01	1513	1405	1555	1576	1504	348.79	341.29
MT0270.2	MT0270.2	hypothetical protein	human_sputum:10%	0.056	0.999996289584878	1555.74	1491	1666	1523	1510	1592	115.86	112.25
nmtR	Rv3744	HTH-type transcriptional regulator NmtR	butyrate:8%	0.0463	0.999993739049417	1522.78	1465	1497	1561	1556	1536	133.87	130.87
Rv2262c	Rv2262c	conserved hypothetical protein	hypoxia_late:31%	0.0449	0.999993193264912	1520.51	1570	1395	1484	1571	1587	41.82	40.78
fadE22	Rv3061c	acyl-CoA dehydrogenase FadE22	hypoxia_fatty_acids:13%; ctl_stationary:12%	0.0462	0.999987671131801	1577.87	1692	1801	1515	1467	1430	85.59	83.52
pnp	Rv0535	S-methyl-5'-thioadenosine phosphorylase	hypoxia_late:23%	0.0455	0.999996567663683	1506.76	1448	1279	1508	1643	1673	39.06	38.04
ptkA	Rv2232	protein tyrosine kinase transcriptional regulator PtkA	hypoxia_late:14%	0.0446	0.99999162108995	1540.62	1464	1673	1535	1523	1512	103.02	100.65
esxN	Rv1793	ESAT-6 like protein EsxN	acidic:9%	0.0394	0.999993996490091	1497	1420	1379	1617	1585	1491	1309.42	1284.13
carB	Rv1384	carbamoyl-phosphate synthase large subunit	hypoxia_late:13%; zinc_limitation:12%	0.0531	0.9999905463581	1608.09	1778	1910	1531	1395	1456	77.51	75.27
MT2807	MT2807	hypothetical protein	hypoxia_late:14%	0.0439	0.999996534179245	1502.62	1414	1339	1604	1568	1598	80.25	78.58
Rv0547c	Rv0547c	oxidoreductase	hypoxia_late:14%	0.0401	0.999987853590099	1551.2	1537	1713	1552	1542	1419	126.67	124.21
Rv0495c	Rv0495c	hypothetical protein	high_iron:9%	0.0447	0.999987673661622	1589.03	1720	1802	1518	1492	1429	264.07	257.97
MT0328.2	MT0328.2	hypothetical protein	ctl_stationary:9%	0.0372	0.999990218741641	1521.49	1506	1489	1588	1583	1444	394.53	387.5
nrdZ	Rv0570	vitamin B12-dependent ribonucleoside-diphosphate reductase	cholesterol:17%; ctl_stationary:14%; hypoxia_hypoxic:12%	0.0666	0.999997106079643	1628.73	1715	2038	1517	1285	1635	60.41	58.1
AS1890	AS1890	putative small regulatory RNA	ctl_stationary:18%; PBS_RIF_DDmtb:17%; hypoxia_late:15%	0.0606	0.999999205508127	1554.41	1598	1341	1465	1569	1819	14.43	13.99
menD	Rv0555	bifunctional 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	hypoxia_late:10%	0.0374	0.999995269592454	1502.28	1382	1382	1645	1592	1520	334.22	328.19
Rv3725	Rv3725	oxidoreductase	tyloxopol:9%	0.0365	0.9999895038027	1536.77	1554	1544	1595	1621	1376	277.93	273.12
Rv0314c	Rv0314c	membrane protein	ctl_stationary:9%	0.0362	0.9999901572202	1527.57	1515	1510	1598	1622	1398	413.07	405.96
Rv3683	Rv3683	hypothetical protein	PBS_RIF_DDmtb:8%	0.0426	0.999990011424238	1577.76	1615	1726	1556	1540	1458	172.84	169.18
lipC	Rv0220	esterase LipC	high_iron:8%	0.0361	0.999983974117181	1572.1	1652	1733	1567	1609	1316	698.47	686.53
Rv2766c	Rv2766c	short-chain type dehydrogenase/reductase	hypoxia_late:12%	0.0433	0.999992258563139	1571.07	1677	1558	1542	1578	1503	72.46	70.92
Rv1255c	Rv1255c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%	0.0407	0.999991770507773	1554.77	1636	1502	1520	1596	1522	117.52	115.08
Rv0082	Rv0082	oxidoreductase	hypoxia_late:14%; ctl_stationary:11%; hypoxia_hypoxic:11%	0.0586	0.999999587112542	1535.93	1454	1500	1633	1365	1742	151.34	146.35
sapM	Rv3310	acid phosphatase	tyloxopol:10%	0.0386	0.999989768291506	1569.76	1700	1563	1572	1574	1445	137.83	135.26
Rv3381c	Rv3381c	transposase	hypoxia_late:36%; ctl_stationary:17%	0.0522	0.99999820896142	1565.93	1447	1589	1424	1638	1743	17.8	17.28
MT3014	MT3014	hypothetical protein	hypoxia_late:13%; hypoxia_rar:10%	0.0503	0.999996750607261	1577.86	1702	1517	1584	1480	1611	161.76	157.64
prrB	Rv0902c	two component sensor histidine kinase PrrB	cholesterol:8%	0.0405	0.999986336015062	1602.96	1776	1778	1526	1570	1383	179.97	176.32
Rv0997	Rv0997	hypothetical protein	hypoxia_rar:13%	0.0375	0.999991563276	1548.06	1543	1540	1579	1579	1500	234.35	230.12
Rv0543c	Rv0543c	hypothetical protein	high_iron:9%	0.0385	0.999991929159217	1554.47	1644	1486	1589	1589	1468	664.35	651.89
MT1192	MT1192	hypothetical protein	microaerophilic:15%	0.0401	0.999988940763596	1594.57	1638	1803	1538	1562	1443	992.65	972.94
ubiA	Rv3806c	decaprenyl-phosphate phosphoribosyltransferase	high_iron:11%	0.04	0.999991542108324	1569	1740	1516	1597	1565	1435	395.45	387.69
Rv0881	Rv0881	tRNA/rRNA methyltransferase	hypoxia_late:15%; ctl_stationary:13%	0.0423	0.999996363019764	1541.38	1466	1416	1516	1642	1675	33.58	32.8
dnaA	Rv0001	chromosomal replication initiator protein DnaA	acidic_tyloxopol:13%	0.0368	0.999996423347371	1507.5	1369	1363	1666	1586	1566	135.22	132.87
rpmE	Rv1298	50S ribosomal protein L31	INDIGO_exponential:14%	0.0365	0.999998783833822	1457.82	1202	1143	1717	1620	1660	3944.58	3875.64
thrV	Rvnt09	tRNA-Thr	hypoxia_late:18%; hypoxia_hypoxic:13%	0.0553	0.999999046580174	1567.25	1600	1334	1525	1749	1644	48.55	47.13
mazF6	Rv1991c	mRNA interferase MazF6	PBS_RIF_DDmtb:26%	0.0581	0.999995690588648	1648.55	1764	1964	1497	1475	1568	76.58	74.05
Rv0634A	Rv0634A	hypothetical protein	ctl_exponential:18%; acidic:10%	0.0383	0.999989944736979	1592.06	1731	1634	1594	1582	1427	664.05	652.09
Rv2170	Rv2170	GCN5-like N-acetyltransferase	hypoxia_late:23%; PBS_RIF_DDmtb:12%	0.0469	0.999995042126773	1602.1	1752	1614	1544	1502	1604	29.33	28.68
espJ	Rv3878	ESX-1 secretion-associated protein EspJ	tyloxopol:8%	0.04	0.999987987517245	1615.51	1739	1847	1571	1567	1374	492.85	483.22
cyp138	Rv0136	cytochrome P450 Cyp138	hypoxia_fatty_acids:23%	0.0405	0.999995207080231	1562	1410	1626	1483	1637	1662	27.65	27.02
mcr19	Rvnc0004	fragment of putative small regulatory RNA	microaerophilic:22%; low_iron:11%	0.0456	0.999996940142324	1573.49	1565	1528	1599	1580	1596	212.55	208.02
Rv3123	Rv3123	hypothetical protein	zinc_limitation:22%	0.039	0.999993390311863	1571.28	1632	1539	1600	1581	1506	154.58	151.75
pstC1	Rv0935	phosphate ABC transporter permease PstC	ctl_exponential:11%	0.0334	0.999987341753609	1587.56	1604	1777	1585	1646	1342	391.58	385.56
Rv1191	Rv1191	hypothetical protein	hypoxia_late:22%	0.0393	0.99999488290284	1566.48	1578	1494	1603	1618	1541	77.6	76.13
Rv0580c	Rv0580c	hypothetical protein	cholesterol:22%	0.0416	0.999997260858329	1551.41	1353	1560	1605	1612	1636	109.48	107.12
